index,User,Card,Use Chip
13521,1006,1,1
13525,1006,1,1
13526,1006,1,1
16093,1006,1,0
16095,1006,1,0
16110,1006,1,0
16111,1006,1,0
16138,1006,1,0
16139,1006,1,0
16141,1006,1,0
16148,1006,1,0
30486,1008,0,1
30488,1008,0,0
30489,1008,0,1
30490,1008,0,0
30491,1008,0,1
30492,1008,0,1
30493,1008,0,1
30963,1008,0,2
30964,1008,0,1
32320,1008,1,1
32321,1008,1,1
39652,1008,2,1
39653,1008,2,1
39654,1008,2,1
39655,1008,2,1
41158,1008,4,1
41159,1008,4,1
41160,1008,4,1
42093,1008,4,0
42101,1008,4,0
42102,1008,4,0
42104,1008,4,0
42106,1008,4,0
42685,1008,5,1
42686,1008,5,2
42687,1008,5,1
42688,1008,5,2
54410,1009,2,2
54412,1009,2,2
54413,1009,2,2
54414,1009,2,2
54415,1009,2,2
54416,1009,2,2
54417,1009,2,2
54418,1009,2,2
55964,1010,0,2
55981,1010,0,2
55987,1010,0,2
55992,1010,0,2
56012,1010,0,2
56017,1010,0,2
56136,1010,0,2
57470,1010,0,1
57471,1010,0,1
57472,1010,0,1
57473,1010,0,1
57475,1010,0,1
57476,1010,0,1
57487,1010,0,2
66455,1010,1,1
66456,1010,1,1
66457,1010,1,1
66458,1010,1,1
71282,1010,2,1
71283,1010,2,1
71284,1010,2,1
71285,1010,2,1
71287,1010,2,1
71567,1010,2,1
71568,1010,2,1
71571,1010,2,1
71572,1010,2,1
71573,1010,2,1
71574,1010,2,1
71575,1010,2,1
71577,1010,2,2
71579,1010,2,1
71587,1010,2,1
71588,1010,2,1
76213,1010,3,1
76214,1010,3,1
76215,1010,3,1
76216,1010,3,2
76217,1010,3,1
85740,1011,0,1
85741,1011,0,1
85742,1011,0,1
85743,1011,0,1
85747,1011,0,1
85748,1011,0,1
86168,1011,0,1
89154,1011,1,0
89155,1011,1,0
89159,1011,1,0
89160,1011,1,0
89161,1011,1,0
89167,1011,1,0
89172,1011,1,0
89174,1011,1,0
89175,1011,1,0
89176,1011,1,0
89177,1011,1,0
89178,1011,1,0
89192,1011,1,0
89193,1011,1,0
89198,1011,1,0
89199,1011,1,0
91594,1011,2,1
91595,1011,2,0
91596,1011,2,1
91597,1011,2,1
91609,1011,2,1
91610,1011,2,1
114906,1013,1,1
114907,1013,1,1
114908,1013,1,1
123096,1013,3,1
123098,1013,3,1
123099,1013,3,1
123104,1013,3,1
123105,1013,3,1
123107,1013,3,1
123109,1013,3,1
123110,1013,3,1
124342,1013,3,1
124344,1013,3,1
124345,1013,3,1
124348,1013,3,2
124349,1013,3,1
124350,1013,3,1
124351,1013,3,2
142966,1014,2,1
142970,1014,2,1
142971,1014,2,1
143955,1014,2,1
143956,1014,2,1
143957,1014,2,1
143959,1014,2,2
143960,1014,2,2
150907,1014,2,1
159684,1017,4,2
159685,1017,4,1
159686,1017,4,1
159687,1017,4,1
159688,1017,4,1
159689,1017,4,1
159690,1017,4,1
159692,1017,4,2
159693,1017,4,1
159694,1017,4,1
159696,1017,4,1
159697,1017,4,1
160181,1017,4,1
160182,1017,4,1
160183,1017,4,1
160785,1017,4,0
160787,1017,4,0
160789,1017,4,0
160790,1017,4,0
160791,1017,4,0
160797,1017,4,0
160798,1017,4,0
167522,1017,5,1
168519,1017,6,1
180903,1018,0,0
180904,1018,0,0
180918,1018,0,0
180919,1018,0,0
180923,1018,0,0
180924,1018,0,0
180925,1018,0,0
180933,1018,0,0
180939,1018,0,0
185454,1019,0,1
185455,1019,0,1
185457,1019,0,1
185458,1019,0,1
185459,1019,0,1
185461,1019,0,1
185462,1019,0,1
185467,1019,0,2
185468,1019,0,1
187107,1019,0,1
187108,1019,0,2
187112,1019,0,1
187113,1019,0,1
187115,1019,0,1
187116,1019,0,1
187118,1019,0,1
187121,1019,0,1
187122,1019,0,1
187126,1019,0,2
189980,1019,0,1
189981,1019,0,2
189982,1019,0,1
189984,1019,0,1
189985,1019,0,1
189989,1019,0,1
200863,1019,2,1
200866,1019,2,1
200867,1019,2,1
200868,1019,2,1
202483,1019,2,0
202485,1019,2,0
202487,1019,2,0
202488,1019,2,0
202489,1019,2,0
202490,1019,2,0
202491,1019,2,0
202492,1019,2,0
202496,1019,2,0
202497,1019,2,0
203341,1019,3,1
203342,1019,3,1
203343,1019,3,1
203344,1019,3,1
203345,1019,3,1
203346,1019,3,1
203348,1019,3,2
203350,1019,3,1
203351,1019,3,1
203352,1019,3,1
