index,Merchant Name,Merchant City,Merchant State,MCC
1224,7789,6852,52,5912
1225,20729,4874,134,5311
1226,12392,6852,52,5411
1227,5864,4874,134,5311
1228,8137,4874,134,5311
1230,1841,4874,134,5311
1231,20729,4874,134,5311
1232,5864,4874,134,5311
1233,6550,4874,134,4121
1236,20729,4874,134,5311
1237,5410,4874,134,5712
1238,15281,4874,134,5732
6627,9184,4874,134,3001
10695,19845,4874,134,3144
10697,18161,4874,134,5311
10699,2837,4874,134,5311
10700,11637,4874,134,5300
10703,19486,4874,134,5310
10704,1142,4874,134,3771
10708,1142,4874,134,3771
10709,1142,4874,134,3771
28085,20729,4874,134,5311
28086,11855,2109,1,5310
28087,18769,539,1,5411
28088,6232,4874,134,5719
28132,5864,4874,134,5311
28133,13843,4874,134,5310
28134,8137,4874,134,5311
28137,2423,4874,134,5310
28139,5914,4874,134,7832
28141,18681,4483,1,5813
28142,4161,4874,134,4829
31224,13266,5833,50,5311
31225,1841,5833,50,5311
31226,1841,5833,50,5311
31230,3055,5833,50,5311
31234,12935,5833,50,5932
31235,5305,5833,50,5541
31240,20729,5833,50,5311
31242,1841,5833,50,5311
31245,814,5833,50,5912
31248,16190,5833,50,4121
31251,8268,5833,50,5813
31753,19683,4874,134,5311
31754,1467,4874,134,5311
31755,20601,2109,1,5300
31756,13578,2373,1,5411
31757,6163,4874,134,4121
34778,8710,9,87,5310
39293,14440,4874,134,5814
39294,11637,4874,134,5300
39296,9076,4874,134,4511
39297,5987,4874,134,4112
39298,14992,4874,134,3596
39299,4161,4874,134,4829
39300,11373,4874,134,5193
39301,20311,4874,134,7801
39302,4161,4874,134,4829
39303,2463,4874,134,5719
39305,14992,4874,134,3596
39306,14992,4874,134,3596
40228,13266,4874,134,5311
41451,11916,4874,134,5094
41454,17257,4874,134,7801
41455,18161,4874,134,5311
41456,11363,4874,134,7922
41457,2458,4874,134,5712
41458,11637,4874,134,5300
43899,20729,5833,50,5311
43900,1841,5833,50,5311
43904,9868,5833,50,5814
43905,18119,5833,50,5411
43907,20729,5833,50,5311
43908,18119,5833,50,5411
43909,18721,5833,50,5651
43913,1841,5833,50,5311
43919,9989,5833,50,5211
43920,814,5833,50,5912
48636,19801,69,4,5211
48638,14177,69,4,5094
48642,2548,69,4,7011
48653,2548,69,4,7011
48654,2548,69,4,7011
56341,7354,4874,134,4722
56342,11637,4874,134,5300
56344,7354,4874,134,4722
56345,7354,4874,134,4722
68334,15852,4874,134,3775
68335,7936,453,89,7832
68337,19683,4874,134,5311
68338,6552,4874,134,3389
68339,15376,4874,134,5732
68340,20969,6602,89,5921
68341,4161,4874,134,4829
68342,6552,4874,134,3389
68343,2837,4874,134,5311
68344,6552,4874,134,3389
68352,15852,4874,134,3775
68353,15852,4874,134,3775
73230,8607,4874,134,5651
73231,13266,4874,134,5311
73232,2837,4874,134,5311
73233,19486,4874,134,5310
73238,16528,4874,134,5310
75008,538,612,29,5912
75010,5915,612,29,5300
75013,526,2712,29,7802
75014,16599,5430,29,5912
75015,15305,2278,29,4121
75017,3413,2278,29,4814
75025,11637,4566,29,5300
75026,20750,2278,29,5912
75029,19853,2051,29,4814
75035,6714,956,29,5651
75036,5915,612,29,5300
75037,508,4901,29,5816
79101,16528,4874,134,5310
79102,777,4874,134,3387
79103,8800,4874,134,3260
79104,1467,4874,134,5311
79106,16516,4874,134,5311
79108,7309,4874,134,5310
79109,16965,4874,134,4214
79110,6232,4874,134,5719
79111,11916,4874,134,5094
79112,11327,4874,134,5814
79113,8142,4874,134,4411
79115,777,4874,134,3387
79116,777,4874,134,3387
91531,13543,484,13,5541
101646,18710,4874,134,5311
101647,11637,4874,134,5300
101652,855,4874,134,5310
103857,11314,3192,120,5310
103858,4514,3192,120,7011
103863,17840,3192,120,5651
103864,5365,4874,134,5815
103865,855,4874,134,5310
103866,13843,4874,134,5310
103867,1449,4874,134,5816
103868,4514,3192,120,7011
105032,11637,4276,44,5300
105033,8105,4357,44,5211
105038,2463,1727,44,5719
105039,5305,3973,44,5541
105041,11637,4276,44,5300
105056,777,718,44,3387
105065,777,718,44,3387
108112,17640,4874,134,5732
108113,11637,4874,134,5300
108114,2837,4874,134,5311
108115,1467,4874,134,5311
110672,15949,5459,38,5411
110673,1467,4874,134,5311
110675,12895,4874,134,5311
110676,11637,4874,134,5300
116558,16730,4874,134,5045
116559,14605,4874,134,4814
116560,4783,4874,134,4214
116561,13843,4874,134,5310
116562,3055,4874,134,5311
116563,6357,246,84,5655
116566,2463,4874,134,5719
116567,20729,4874,134,5311
130893,9439,4874,134,5651
130894,16236,246,84,5411
130895,11916,4874,134,5094
130896,15376,4874,134,5732
132389,2944,384,84,4121
132390,9076,4874,134,4511
132392,5365,4874,134,5815
141087,11637,4874,134,5300
141091,11637,4874,134,5300
141092,13843,4874,134,5310
141093,4161,4874,134,4829
141094,3595,549,89,5812
141095,6232,4874,134,5719
141141,7309,4874,134,5310
141142,15376,4874,134,5732
141350,12150,3759,89,5651
141351,10030,932,89,4121
141629,2073,2667,89,5921
145655,17008,4874,134,9402
145656,13266,4874,134,5311
148975,6845,4874,134,3393
148977,11637,4874,134,5300
148979,13623,6602,89,4121
148984,3612,6602,89,5812
148985,1385,4874,134,7801
148986,9184,4874,134,3001
148990,6845,4874,134,3393
148991,6845,4874,134,3393
150089,13843,4874,134,5310
155112,2837,4874,134,5311
155113,14992,4874,134,3596
155114,18161,4874,134,5311
155118,14992,4874,134,3596
155119,14992,4874,134,3596
155130,16516,4874,134,5311
155131,6232,4874,134,5719
155133,16886,4874,134,5912
155134,1503,4874,134,3058
155153,2837,4874,134,5311
155155,9532,2374,121,5411
155156,7354,4874,134,4722
155157,20729,4874,134,5311
155171,7354,4874,134,4722
155172,7354,4874,134,4722
155410,11637,4874,134,5300
155411,11637,4874,134,5300
155412,4783,4874,134,4214
155413,1142,4874,134,3771
155414,4783,4874,134,4214
155415,2680,4874,134,5814
155416,8137,4874,134,5311
155417,18710,4874,134,5311
155418,1841,4874,134,5311
155419,19683,4874,134,5311
155420,2837,4874,134,5311
155421,8679,4874,134,3684
155422,16730,4874,134,5045
155423,11637,4874,134,5300
155424,8679,4874,134,3684
155425,8679,4874,134,3684
155430,1142,4874,134,3771
155431,1142,4874,134,3771
158687,11637,4874,134,5300
173110,18710,4874,134,5311
173111,17794,4874,134,5311
173112,1310,4874,134,5815
173113,16153,4874,134,5912
173114,5721,4874,134,5942
173115,20042,4874,134,4899
173116,11637,4874,134,5300
174312,17349,5459,38,5310
174313,17411,4874,134,5815
174314,17662,4874,134,5211
174315,1352,4874,134,4411
174316,3055,4874,134,5311
174317,19845,4874,134,3144
174319,5657,4874,134,5977
174321,9076,4874,134,4511
174322,15852,4874,134,3775
174336,15852,4874,134,3775
174337,15852,4874,134,3775
183726,18161,4874,134,5311
183727,17794,4874,134,5311
183728,8607,4874,134,5651
183729,11637,4874,134,5300
183730,5711,4874,134,5912
183731,11637,4874,134,5300
183732,5987,4874,134,4112
183733,13502,4874,134,7801
183734,11916,4874,134,5094
183738,2837,4874,134,5311
183739,14015,5643,45,5300
184637,3055,5833,50,5311
184641,814,5833,50,5912
184642,11785,5833,50,5541
184643,1841,5833,50,5311
184644,16897,5833,50,5310
184648,11483,5833,50,5499
184652,1841,5833,50,5311
184657,15019,5833,50,5045
184658,11785,5833,50,5541
184659,13569,5833,50,5651
197266,5305,5833,50,5541
197267,7943,5833,50,5411
197282,1841,5833,50,5311
197288,16190,5833,50,4121
197289,6552,5833,50,3389
197295,16706,5833,50,5094
197296,1841,5833,50,5311
197299,7943,5833,50,5411
200277,6711,4251,72,5912
200285,6466,4251,72,5211
200295,16543,4251,72,5310
214062,11637,4874,134,5300
214063,1310,4874,134,5815
214064,11363,4874,134,7922
214065,6163,4874,134,4121
214066,18380,3711,89,7538
214073,20729,4874,134,5311
214074,11647,1355,89,5300
215163,16965,4874,134,4214
215177,8679,4874,134,3684
215180,8679,4874,134,3684
215181,8679,4874,134,3684
215190,16886,4874,134,5912
215191,4231,4874,134,5045
215205,18433,4874,134,5193
215215,21011,4874,134,5712
215216,148,4874,134,5045
215239,6881,4874,134,3390
215259,6881,4874,134,3390
215260,6881,4874,134,3390
215276,16516,4874,134,5311
215290,19459,2374,121,5912
215291,15376,4874,134,5732
215293,4207,4874,134,5211
215297,6169,2374,121,5310
215298,11637,4874,134,5300
220292,4161,4874,134,4829
220293,6845,4874,134,3393
220294,2463,4874,134,5719
220303,6845,4874,134,3393
220304,6845,4874,134,3393
233689,17623,4874,134,5814
233690,19486,4874,134,5310
233691,6550,4874,134,4121
233692,15281,4874,134,5732
237794,2463,4874,134,5719
237795,4161,4874,134,4829
237796,11333,4874,134,5733
237797,2463,4874,134,5719
237798,2837,4874,134,5311
237799,2837,4874,134,5311
237800,19683,4874,134,5311
237801,5864,4874,134,5311
237802,4207,4874,134,5211
237803,4161,4874,134,4829
237804,4161,4874,134,4829
237805,2463,4874,134,5719
237806,4161,4874,134,4829
237807,6163,4874,134,4121
237808,508,4874,134,5816
238229,5864,4874,134,5311
238230,13569,4874,134,5651
238231,11637,4874,134,5300
238232,11637,4874,134,5300
238233,10359,415,45,5651
238234,13811,415,45,7210
238235,2423,4874,134,5310
238236,777,4874,134,3387
238243,777,4874,134,3387
238244,777,4874,134,3387
238291,19486,4874,134,5310
238292,11637,4874,134,5300
238294,16645,4874,134,5533
240395,6550,4874,134,4121
240396,17411,4874,134,5815
240397,11637,4874,134,5300
243317,19486,4874,134,5310
243318,14605,4874,134,4814
243319,12746,415,45,5211
243320,18497,4874,134,7996
243534,16897,5833,50,5310
243535,20729,5833,50,5311
243540,7943,5833,50,5411
243543,11483,5833,50,5499
243544,11483,5833,50,5499
243545,13050,5833,50,5921
243546,150,5833,50,3509
243548,15332,5833,50,3504
244468,8885,2270,29,5411
244469,5864,4874,134,5311
244470,15841,4874,134,5814
244471,15019,4874,134,5045
244472,19199,4979,29,7210
244473,4161,4874,134,4829
244478,17640,4874,134,5732
244479,15617,4874,134,5941
262816,2837,4874,134,5311
262817,3413,4874,134,4814
262818,16338,4874,134,7922
262908,15376,4874,134,5732
262909,6232,4874,134,5719
262910,3055,4874,134,5311
282277,16153,4874,134,5912
283543,3612,6602,89,5812
283544,20729,4874,134,5311
283545,20729,4874,134,5311
283547,13889,4874,134,7801
283549,18510,6602,89,5411
283550,2680,4874,134,5814
283551,11363,4874,134,7922
283552,10365,6602,89,5300
283553,1841,4874,134,5311
283554,4161,4874,134,4829
283555,11363,4874,134,7922
283556,11637,4874,134,5300
285690,5987,5833,84,4112
285691,14203,6927,84,5094
285693,1185,4479,84,5045
285694,4161,3900,84,4829
285700,4161,5431,84,4829
285701,4161,4985,81,4829
285724,11785,7427,84,5541
285730,13560,7623,84,4121
286906,4161,4874,134,4829
286907,19486,4874,134,5310
286908,6232,4874,134,5719
286909,2837,4874,134,5311
286911,17257,4874,134,7801
297028,13746,7413,84,5921
297029,16516,4874,134,5311
297628,6163,4874,134,4121
297629,15281,4874,134,5732
297631,11637,4874,134,5300
297632,11916,4874,134,5094
297633,16645,4874,134,5533
297634,5864,4874,134,5311
297635,12895,4874,134,5311
297636,15281,4874,134,5732
304477,16516,4874,134,5311
304478,17640,4874,134,5732
304481,13220,4874,134,5814
304483,18212,3192,120,5812
317044,17794,4874,134,5311
317045,17411,4874,134,5815
330136,11483,1212,13,5499
330143,5576,6038,13,5300
330144,508,2898,13,5816
330145,2837,6493,13,5311
330152,15376,2043,13,5732
330166,4207,3476,13,5211
330172,7309,928,13,5310
339497,12479,69,4,5193
339499,2548,69,4,7011
339536,2548,69,4,7011
339543,7880,69,4,5310
339588,2548,69,4,7011
343060,19845,4874,134,3144
343061,2463,4874,134,5719
343062,19514,4874,134,7996
343067,4161,4874,134,4829
343069,18161,4874,134,5311
343070,18161,4874,134,5311
347379,18710,4874,134,5311
347380,1352,4874,134,4411
347382,11398,4874,134,3722
347384,1503,4874,134,3058
347386,17623,4874,134,5814
347387,11398,4874,134,3722
347388,11398,4874,134,3722
347393,16516,4874,134,5311
347394,19704,4874,134,5661
349570,1449,4874,134,5816
353730,1352,4874,134,4411
375300,12189,2494,13,5310
411905,16528,4874,134,5310
411906,16338,4874,134,7922
413358,1467,4874,134,5311
413359,12895,4874,134,5311
413360,1467,4874,134,5311
413361,19617,4874,134,5661
413567,11637,4874,134,5300
413568,5864,4874,134,5311
413569,8679,4874,134,3684
413570,11363,4874,134,7922
413571,4161,4874,134,4829
413572,2271,3835,13,5651
413573,8679,4874,134,3684
413574,8679,4874,134,3684
413630,15376,4874,134,5732
413631,2837,4874,134,5311
413632,11619,4874,134,3359
413634,4161,4874,134,4829
413635,15376,4874,134,5732
413636,11916,4874,134,5094
413637,2463,4874,134,5712
413638,11619,4874,134,3359
413639,11619,4874,134,3359
420936,5864,4874,134,5311
420937,17411,4874,134,5815
420942,19683,4874,134,5311
429043,150,6823,89,3509
429045,4989,260,89,5300
429046,10543,490,89,7922
429047,12809,260,89,7210
429048,4161,803,89,4829
429049,8169,260,89,5651
429051,4161,803,89,4829
429053,15852,3621,83,3775
429054,20729,1024,89,5311
431189,11637,4874,134,5300
431190,9577,4874,134,4131
431191,1467,4874,134,5311
431192,8560,858,89,5812
432909,9076,4874,134,4511
432911,5721,4874,134,5942
432913,6163,4874,134,4121
432914,18161,4874,134,5311
432916,1310,4874,134,5815
432917,6169,2374,121,5310
432918,15332,4874,134,3504
432919,7309,4874,134,5310
432920,15019,4874,134,5045
432923,15332,4874,134,3504
432924,15332,4874,134,3504
435304,8268,5833,50,5813
435305,1841,5833,50,5311
435306,1841,5833,50,5311
435311,1841,5833,50,5311
435312,15019,5833,50,5045
435316,20729,5833,50,5311
435318,3014,5833,50,7011
435319,1841,5833,50,5311
435321,814,5833,50,5912
435323,20729,5833,50,5311
435326,16897,5833,50,5310
435330,12935,5833,50,5932
436509,14086,453,89,4121
436510,9184,2725,89,3001
436511,2463,6494,89,5719
436512,16599,2302,89,5912
436513,2463,6494,89,5719
436514,18170,4132,89,5310
436515,5657,2494,13,5977
437071,2837,4874,134,5311
437072,11218,5236,89,5300
438843,14605,4874,134,4814
438844,19752,5675,89,5310
438893,11637,4874,134,5300
438894,11218,5236,89,5300
438895,10395,3990,89,5310
438897,8732,3990,89,5300
438898,2714,5236,89,5812
438899,8085,453,89,5211
448625,12895,4874,134,5311
448817,16706,5833,50,5094
448818,1841,5833,50,5311
448820,3014,5833,50,7011
448821,3014,5833,50,7011
448822,3014,5833,50,7011
448827,16897,5833,50,5310
448830,814,5833,50,5912
448834,16706,5833,50,5094
448835,16190,5833,50,4121
448837,1841,5833,50,5311
450937,19486,4874,134,5310
450939,6163,4874,134,4121
450940,3055,4874,134,5311
459393,2423,4874,134,5310
459394,16857,673,29,5310
459395,8298,3816,29,5912
459398,17794,4874,134,5311
459399,19874,4874,134,3006
459400,15376,4874,134,5732
459401,11859,6728,29,5921
459402,16599,4874,134,5912
459403,11637,4874,134,5300
459404,9076,4874,134,4511
468936,13266,4874,134,5311
468937,2614,4874,134,5251
468938,7309,4874,134,5310
468939,9439,4874,134,5651
468940,9646,4874,134,3640
468941,16516,4874,134,5311
468942,5365,4874,134,5815
468945,9646,4874,134,3640
468946,9646,4874,134,3640
471800,10957,4874,134,3132
471812,11637,4874,134,5300
471813,16886,4874,134,5912
471814,4231,4874,134,5045
471815,18109,407,91,5310
471816,11916,4874,134,5094
471817,18161,4874,134,5311
472733,17411,4874,134,5815
472734,18991,4874,134,5533
472735,6232,4874,134,5719
472736,10365,6602,89,5300
472737,16153,4874,134,5912
472738,16599,4874,134,5912
473256,18119,5833,50,5411
473257,7943,5833,50,5411
473259,12935,5833,50,5932
473262,18721,5833,50,5651
473263,1841,5833,50,5311
473265,12935,5833,50,5932
473272,13266,5833,50,5311
473274,18119,5833,50,5411
475223,5864,4874,134,5311
475225,8137,4874,134,5311
475226,15376,4874,134,5732
475230,12502,2374,121,5812
475231,148,4874,134,5045
475232,2458,4874,134,5712
