index,User,Card,Use Chip
268,413,3,2
278,413,3,2
280,413,3,2
281,413,3,2
282,413,3,2
283,413,3,2
284,413,3,2
285,413,3,2
291,413,3,2
292,413,3,2
293,413,3,2
297,413,3,2
299,413,3,2
300,413,3,2
5617,414,0,2
26465,414,2,1
43783,414,3,0
43784,414,3,0
43789,414,3,0
43800,414,3,0
43801,414,3,0
43804,414,3,0
43826,414,3,0
43833,414,3,0
43835,414,3,0
43855,414,3,0
43857,414,3,0
43858,414,3,0
43863,414,3,0
43864,414,3,0
43868,414,3,0
48447,416,0,1
48448,416,0,1
48449,416,0,1
50511,416,3,1
50512,416,3,1
50514,416,3,1
50515,416,3,2
50517,416,3,1
50518,416,3,1
50519,416,3,1
50520,416,3,1
57165,417,2,1
57166,417,2,1
57167,417,2,1
57171,417,2,1
58633,417,3,2
58634,417,3,2
58635,417,3,2
58637,417,3,2
58647,417,3,2
63321,417,3,2
63322,417,3,2
63323,417,3,2
63325,417,3,2
63326,417,3,2
63327,417,3,2
63329,417,3,2
64046,417,3,1
64047,417,3,2
64048,417,3,1
64051,417,3,1
64052,417,3,1
64053,417,3,1
64055,417,3,1
64056,417,3,1
64058,417,3,1
64059,417,3,1
64060,417,3,1
64061,417,3,1
64062,417,3,2
65847,417,4,1
65848,417,4,1
65849,417,4,2
65850,417,4,2
65851,417,4,2
65852,417,4,2
65853,417,4,1
65854,417,4,1
65924,417,4,1
65925,417,4,1
65926,417,4,2
65927,417,4,1
65928,417,4,1
65937,417,4,1
65938,417,4,1
72045,417,6,1
72046,417,6,1
72049,417,6,1
72050,417,6,2
72052,417,6,2
72053,417,6,1
72054,417,6,1
72055,417,6,1
72056,417,6,2
72057,417,6,2
72058,417,6,2
72060,417,6,1
72061,417,6,1
72062,417,6,1
72063,417,6,2
72064,417,6,2
72065,417,6,2
73654,417,6,1
73655,417,6,1
73656,417,6,1
74805,418,0,1
74806,418,0,1
74808,418,0,1
74809,418,0,1
74812,418,0,1
74813,418,0,1
76034,418,0,1
76035,418,0,2
76037,418,0,1
76038,418,0,1
76039,418,0,1
76040,418,0,2
76041,418,0,1
76042,418,0,1
78840,418,0,1
78842,418,0,1
78843,418,0,1
78845,418,0,2
78846,418,0,1
78847,418,0,1
78849,418,0,1
78850,418,0,1
78857,418,0,1
78858,418,0,1
94749,420,0,1
94752,420,0,0
94753,420,0,1
102124,420,1,2
102126,420,1,1
102127,420,1,2
102128,420,1,1
102134,420,1,1
102135,420,1,2
102136,420,1,1
102843,420,1,1
104200,420,2,1
104202,420,2,1
104203,420,2,2
104206,420,2,1
104207,420,2,1
104208,420,2,1
104209,420,2,1
104210,420,2,1
104212,420,2,1
104221,420,2,1
104222,420,2,1
111401,421,2,1
111402,421,2,1
111403,421,2,2
111404,421,2,1
114857,421,3,1
114858,421,3,2
114859,421,3,1
114861,421,3,1
114862,421,3,1
114863,421,3,2
118308,421,3,1
118309,421,3,2
118310,421,3,1
118312,421,3,1
118313,421,3,1
118319,421,3,1
118320,421,3,1
118323,421,3,1
118324,421,3,1
118325,421,3,1
118326,421,3,1
118327,421,3,1
118329,421,3,1
118330,421,3,1
118332,421,3,1
118345,421,3,1
118347,421,3,1
118348,421,3,1
118359,421,3,1
118360,421,3,1
125264,423,0,1
125265,423,0,1
125281,423,0,1
125282,423,0,1
152824,424,1,2
152825,424,1,2
152826,424,1,1
152828,424,1,2
152830,424,1,1
152831,424,1,1
154947,424,1,0
154949,424,1,0
154950,424,1,0
154956,424,1,0
154959,424,1,0
154978,424,1,0
154980,424,1,0
157284,424,2,1
157285,424,2,1
157286,424,2,1
157289,424,2,1
157291,424,2,1
157292,424,2,1
157296,424,2,1
157297,424,2,1
158143,424,3,1
158144,424,3,1
158145,424,3,1
158146,424,3,1
158147,424,3,2
158148,424,3,1
158151,424,3,1
158152,424,3,1
158154,424,3,1
158155,424,3,1
165276,424,4,0
165279,424,4,0
165280,424,4,0
165294,424,4,0
165295,424,4,0
165297,424,4,0
165302,424,4,0
165303,424,4,0
167727,425,0,2
167728,425,0,1
167729,425,0,2
167733,425,0,2
167734,425,0,1
180242,425,2,0
180243,425,2,0
180248,425,2,0
180251,425,2,0
180257,425,2,0
180262,425,2,0
180263,425,2,0
180273,425,2,0
187177,426,0,1
187178,426,0,1
187179,426,0,2
187183,426,0,1
187184,426,0,1
187186,426,0,1
187187,426,0,1
189995,426,0,1
189997,426,0,1
190013,426,0,1
190014,426,0,1
190015,426,0,2
190016,426,0,1
190021,426,0,2
196664,427,0,1
196665,427,0,1
201036,427,3,1
201037,427,3,1
201038,427,3,1
201039,427,3,1
201040,427,3,1
201041,427,3,1
201046,427,3,1
201047,427,3,1
205024,428,1,2
205030,428,1,2
205031,428,1,2
205046,428,1,2
205360,428,1,1
205361,428,1,2
205362,428,1,1
205363,428,1,1
207756,428,1,1
207757,428,1,2
207758,428,1,1
207759,428,1,1
207760,428,1,1
207761,428,1,1
214324,428,2,1
214325,428,2,1
214326,428,2,1
214327,428,2,1
214328,428,2,1
214329,428,2,1
214330,428,2,0
214331,428,2,1
214333,428,2,1
218042,430,0,2
221348,430,1,1
223803,430,2,1
223805,430,2,1
223806,430,2,1
