index,Merchant Name,Merchant City,Merchant State,MCC
268,6046,6784,14,3008
278,3557,7745,130,4814
280,14296,7177,130,5813
281,14435,7177,130,5310
282,5935,7177,130,5912
283,15620,5017,14,3596
284,15182,7177,130,5310
285,14435,7177,130,5310
291,15620,5017,14,3596
292,15620,5017,14,3596
293,12214,1333,130,5300
297,13144,7701,130,7922
299,14435,7177,130,5310
300,4277,3558,130,5300
5617,17385,6222,30,5912
26465,16906,4998,134,5912
43783,16006,5957,50,3504
43784,17493,5957,50,5094
43789,10420,5957,50,5712
43800,10447,5957,50,5211
43801,17676,5957,50,5310
43804,5547,5957,50,5541
43826,19024,5957,50,5411
43833,822,5957,50,5912
43835,21738,5957,50,5311
43855,6879,5957,50,3389
43857,8183,5957,50,5970
43858,11961,5957,50,3722
43863,3101,5957,50,7011
43864,3101,5957,50,7011
43868,11961,5957,50,3722
48447,18597,4998,134,4814
48448,17791,4998,134,9402
48449,14435,4998,134,5310
50511,16057,4998,134,5732
50512,18236,4998,134,5815
50514,17319,4998,134,5311
50515,18165,5610,38,5310
50517,13490,4998,134,5311
50518,3142,4998,134,5311
50519,11442,4998,134,3132
50520,2460,4998,134,5310
57165,17319,4998,134,5311
57166,16156,4998,134,5816
57167,2507,4998,134,5719
57171,19676,4998,134,5311
58633,3142,2439,30,5311
58634,1857,5718,30,5311
58635,20281,314,34,5310
58637,20281,314,34,5310
58647,1857,5718,30,5311
63321,4351,4028,30,4829
63322,499,2828,30,7802
63323,21495,2757,30,5411
63325,4351,5374,30,4829
63326,12214,1205,30,5300
63327,19117,2752,30,4121
63329,21738,5374,30,5311
64046,12214,4998,134,5300
64047,16692,5610,38,5411
64048,7655,4998,134,5310
64051,5889,4998,134,5977
64052,17385,4998,134,5912
64053,1329,4998,134,5815
64055,6447,4998,134,4121
64056,17520,4998,134,5045
64058,12214,4998,134,5300
64059,1857,4998,134,5311
64060,18508,4998,134,5732
64061,17520,4998,134,5045
64062,792,5610,38,5912
65847,13893,4998,134,5311
65848,2460,4998,134,5310
65849,17425,2752,30,7538
65850,1916,5253,30,7995
65851,10847,5253,30,7832
65852,936,897,34,7996
65853,11939,4998,134,5193
65854,9120,4998,134,3009
65924,21738,4998,134,5311
65925,7204,4998,134,3390
65926,14724,2930,30,5813
65927,19232,4998,134,5251
65928,12214,4998,134,5300
65937,7204,4998,134,3390
65938,7204,4998,134,3390
72045,16579,4998,134,3775
72046,4487,4998,134,5533
72049,17796,4998,134,5045
72050,11873,3284,122,5310
72052,16057,3284,122,5732
72053,14065,4998,134,4722
72054,13490,4998,134,5311
72055,17746,4998,134,4214
72056,11873,3284,122,5310
72057,11961,3284,122,3722
72058,16006,3284,122,3504
72060,5604,4998,134,5815
72061,16579,4998,134,3775
72062,16579,4998,134,3775
72063,16057,3284,122,5732
72064,1245,3284,122,5211
72065,11873,3284,122,5310
73654,19676,4998,134,5311
73655,4351,4998,134,4829
73656,17328,4998,134,5310
74805,12214,4998,134,5300
74806,20678,4998,134,5661
74808,20484,4998,134,5310
74809,19676,4998,134,5311
74812,2927,4998,134,5311
74813,4351,4998,134,4829
76034,5604,4998,134,5815
76035,792,5610,38,5912
76037,5889,4998,134,5977
76038,1329,4998,134,5815
76039,19058,4998,134,5311
76040,792,5610,38,5912
76041,6241,4998,134,4112
76042,16057,4998,134,5732
78840,12214,4998,134,5300
78842,20656,4998,134,5311
78843,4351,4998,134,4829
78845,3788,6733,89,5812
78846,1329,4998,134,5815
78847,1329,4998,134,5815
78849,12214,4998,134,5300
78850,10,4998,134,3780
78857,10,4998,134,3780
78858,10,4998,134,3780
94749,3557,4998,134,4814
94752,20671,1128,44,5912
94753,3511,4998,134,3007
102124,13421,4827,44,5941
102126,5604,4998,134,5815
102127,21243,1128,44,5621
102128,15206,4998,134,4814
102134,12214,4998,134,5300
102135,18856,1128,44,5813
102136,17796,4998,134,5045
102843,17667,4998,134,5912
104200,12214,4998,134,5300
104202,1196,4998,134,5045
104203,792,5610,38,5912
104206,16057,4998,134,5732
104207,12214,4998,134,5300
104208,20656,4998,134,5311
104209,1469,4998,134,5816
104210,16006,4998,134,3504
104212,2507,4998,134,5712
104221,16006,4998,134,3504
104222,16006,4998,134,3504
111401,4351,4998,134,4829
111402,12214,4998,134,5300
111403,21349,3068,116,5411
111404,18690,4998,134,5311
114857,15620,4998,134,3596
114858,6914,5111,116,5812
114859,15206,4998,134,4814
114861,15620,4998,134,3596
114862,15620,4998,134,3596
114863,21629,173,116,5411
118308,12214,4998,134,5300
118309,9519,5610,38,5813
118310,12118,4998,134,3000
118312,11939,4998,134,5193
118313,12485,4998,134,5094
118319,17328,4998,134,5310
118320,9886,4998,134,5651
