index,User,Merchant Name,Amount,Is Fraud?,Datetime_As_Float
268,413,6046,30.64,1,6176.426388888889
278,413,3557,25.78,1,6183.475694444444
280,413,14296,17.01,1,6183.6
281,413,14435,48.86,1,6183.613888888889
282,413,5935,1.62,1,6184.343055555555
283,413,15620,484.0,1,6184.375
284,413,15182,56.23,1,6185.313888888889
285,413,14435,97.9,1,6185.317361111112
291,413,15620,383.34,1,6186.125694444445
292,413,15620,-484.0,1,6186.132638888889
293,413,12214,228.39,1,6187.299305555555
297,413,13144,36.43,1,6190.374305555555
299,413,14435,143.34,1,6191.347916666667
300,413,4277,109.82,1,6191.352777777778
5617,414,17385,35.19,1,5225.559027777777
26465,414,16906,6.8,1,9127.458333333334
43783,414,16006,49.85,1,10174.772916666669
43784,414,17493,33.58,1,10174.811805555555
43789,414,10420,134.96,1,10175.772916666669
43800,414,10447,326.26,1,10179.502083333333
43801,414,17676,91.56,1,10179.690972222224
43804,414,5547,2.67,1,10179.829861111111
43826,414,19024,6.12,1,10186.734027777778
43833,414,822,146.96,1,10189.511805555556
43835,414,21738,39.07,1,10189.78125
43855,414,6879,119.13,1,10195.495833333332
43857,414,8183,1.97,1,10195.584027777775
43858,414,11961,432.0,1,10195.675694444444
43863,414,3101,474.0,1,10197.565277777778
43864,414,3101,128.3,1,10197.572222222225
43868,414,11961,241.61,1,10198.604861111113
48447,416,18597,543.32,1,8998.565972222223
48448,416,17791,5.91,1,8998.581944444444
48449,416,14435,95.29,1,8998.62361111111
50511,416,16057,156.72,1,6651.3125
50512,416,18236,28.85,1,6651.321527777778
50514,416,17319,76.27,1,6651.441666666667
50515,416,18165,98.51,1,6651.455555555555
50517,416,13490,20.04,1,6652.163194444444
50518,416,3142,33.93,1,6653.297916666666
50519,416,11442,170.89,1,6653.33125
50520,416,2460,0.5,1,6653.429166666667
57165,417,17319,140.45,1,5854.35625
57166,417,16156,242.21,1,5854.480555555556
57167,417,2507,85.41,1,5854.559722222222
57171,417,19676,194.87,1,5855.319444444444
58633,417,3142,476.97,1,1686.4048611111111
58634,417,1857,5.5,1,1686.428472222222
58635,417,20281,62.49,1,1686.4298611111112
58637,417,20281,126.92,1,1686.611111111111
58647,417,1857,192.42,1,1694.5291666666667
63321,417,4351,55.57,1,5124.481944444445
63322,417,499,42.62,1,5124.586111111111
63323,417,21495,51.91,1,5124.802083333333
63325,417,4351,12.67,1,5131.407638888889
63326,417,12214,226.84,1,5131.504166666667
63327,417,19117,56.11,1,5131.720833333334
63329,417,21738,17.59,1,5133.779166666666
64046,417,12214,100.74,1,6965.296527777778
64047,417,16692,127.63,1,6965.297916666666
64048,417,7655,59.82,1,6965.263888888889
64051,417,5889,52.99,1,6966.622222222222
64052,417,17385,92.06,1,6966.684027777777
64053,417,1329,3.14,1,6966.684027777777
64055,417,6447,0.46,1,6968.290277777778
64056,417,17520,121.27,1,6968.68125
64058,417,12214,95.96,1,6969.44375
64059,417,1857,71.73,1,6969.485416666666
64060,417,18508,114.33,1,6969.527083333333
64061,417,17520,155.93,1,6971.467361111111
64062,417,792,1.34,1,6971.46875
65847,417,13893,195.67,1,5898.56875
65848,417,2460,280.08,1,5898.575694444445
65849,417,17425,400.15,1,5898.703472222222
65850,417,1916,129.1,1,5898.736805555555
65851,417,10847,11.14,1,5898.747916666666
65852,417,936,105.04,1,5898.804166666667
65853,417,11939,11.43,1,5900.561111111111
65854,417,9120,299.64,1,5900.697916666667
65924,417,21738,60.49,1,6100.302777777778
65925,417,7204,139.0,1,6100.345138888889
65926,417,14724,25.26,1,6100.404166666666
65927,417,19232,44.59,1,6100.479861111111
65928,417,12214,156.95,1,6100.534027777778
65937,417,7204,-139.0,1,6107.05
65938,417,7204,41.15,1,6107.0569444444445
72045,417,16579,332.0,1,4649.391666666666
72046,417,4487,570.34,1,4650.345833333334
72049,417,17796,303.28,1,4651.1875
72050,417,11873,122.59,1,4652.349305555556
72052,417,16057,166.75,1,4652.752777777778
72053,417,14065,365.05,1,4654.235416666666
72054,417,13490,86.69,1,4655.186111111111
72055,417,17746,25.0,1,4656.315972222223
72056,417,11873,39.8,1,4656.376388888889
72057,417,11961,407.0,1,4656.39375
72058,417,16006,119.0,1,4656.672916666666
72060,417,5604,28.38,1,4656.972222222223
72061,417,16579,-332.0,1,4657.365972222222
72062,417,16579,294.53,1,4657.368055555556
72063,417,16057,109.56,1,4657.706944444444
72064,417,1245,121.85,1,4657.718055555555
72065,417,11873,521.61,1,4657.733333333334
73654,417,19676,85.63,1,8858.436805555555
73655,417,4351,228.05,1,8858.440277777778
73656,417,17328,423.07,1,8858.447916666666
74805,418,12214,507.08,1,6170.416666666667
74806,418,20678,124.71,1,6170.5125
74808,418,20484,139.99,1,6171.386111111111
74809,418,19676,104.19,1,6171.477777777778
74812,418,2927,66.18,1,6171.566666666667
74813,418,4351,293.36,1,6171.580555555555
76034,418,5604,36.08,1,6702.3069444444445
76035,418,792,46.27,1,6702.447916666667
76037,418,5889,51.55,1,6702.5263888888885
76038,418,1329,61.57,1,6702.609722222222
76039,418,19058,15.97,1,6703.425
76040,418,792,45.23,1,6703.452083333334
76041,418,6241,161.03,1,6703.498611111111
76042,418,16057,223.25,1,6705.347916666667
78840,418,12214,198.17,1,7963.355555555556
78842,418,20656,1.33,1,7963.581944444444
78843,418,4351,158.11,1,7963.638888888889
78845,418,3788,198.42,1,7964.296527777778
78846,418,1329,54.81,1,7964.3381944444445
78847,418,1329,141.52,1,7964.450694444445
78849,418,12214,107.0,1,7964.683333333333
78850,418,10,467.0,1,7965.310416666666
78857,418,10,-467.0,1,7967.097222222223
78858,418,10,220.75,1,7967.103472222222
94749,420,3557,297.6,1,8776.627083333333
94752,420,20671,105.92,1,8776.8625
94753,420,3511,389.13,1,8776.906944444445
102124,420,13421,29.39,1,8747.386111111111
102126,420,5604,128.56,1,8747.630555555555
102127,420,21243,146.74,1,8747.630555555555
102128,420,15206,1.47,1,8747.648611111112
102134,420,12214,116.56,1,8749.402083333332
102135,420,18856,71.05,1,8749.425
102136,420,17796,190.75,1,8749.448611111111
102843,420,17667,411.25,1,9120.48125
104200,420,12214,130.72,1,6776.377083333334
104202,420,1196,97.77,1,6776.4944444444445
104203,420,792,39.21,1,6777.549305555555
104206,420,16057,201.7,1,6779.430555555556
104207,420,12214,30.35,1,6779.484027777778
104208,420,20656,132.54,1,6779.55625
104209,420,1469,0.49,1,6780.457638888889
104210,420,16006,311.0,1,6780.584027777778
104212,420,2507,384.72,1,6782.3125
104221,420,16006,-311.0,1,6785.403472222222
104222,420,16006,652.69,1,6785.410416666667
111401,421,4351,70.98,1,8742.476388888888
111402,421,12214,60.96,1,8742.488888888889
111403,421,21349,39.21,1,8742.495833333332
111404,421,18690,96.32,1,8742.520833333334
114857,421,15620,197.0,1,5840.427777777778
114858,421,6914,69.27,1,5840.50625
114859,421,15206,193.15,1,5840.65
114861,421,15620,393.2,1,5840.278472222222
114862,421,15620,-197.0,1,5840.2875
114863,421,21629,83.85,1,5841.329166666666
118308,421,12214,134.73,1,6874.270138888889
118309,421,9519,58.11,1,6875.366666666667
118310,421,12118,304.38,1,6875.397916666667
118312,421,11939,89.85,1,6875.415277777778
118313,421,12485,3.26,1,6875.48125
118319,421,17328,4.71,1,6876.269444444444
118320,421,9886,0.58,1,6877.55625
118323,421,12214,80.49,1,6878.302083333333
118324,421,13893,65.39,1,6878.316666666667
118325,421,2927,148.96,1,6878.332638888889
118326,421,12214,70.76,1,6878.390277777778
118327,421,13490,157.45,1,6878.39375
118329,421,6447,44.74,1,6878.530555555555
118330,421,1857,121.52,1,6878.618055555556
118332,421,1329,26.28,1,6878.624305555555
118345,421,5951,80.77,1,6880.656944444445
118347,421,2927,153.22,1,6880.279861111111
118348,421,11385,242.0,1,6880.279861111111
118359,421,11385,-242.0,1,6883.210416666667
118360,421,11385,214.21,1,6883.216666666666
125264,423,16579,494.0,1,8849.509722222223
125265,423,18690,37.04,1,8849.547916666666
125281,423,16579,-494.0,1,8855.439583333333
125282,423,16579,15.94,1,8855.447222222223
152824,424,19676,6.62,1,7775.651388888888
152825,424,4979,29.74,1,7775.711805555556
152826,424,1469,260.48,1,7776.856944444445
152828,424,19466,18.17,1,7778.594444444445
