index,Merchant Name,Merchant City,Merchant State,MCC
10709,11981,4073,42,5300
18999,2522,74,5,7011
19000,21583,74,5,5812
19019,2522,74,5,7011
19020,2522,74,5,7011
20315,11976,5052,145,5300
20317,9900,5052,145,3640
20318,17313,5052,145,5912
20319,2815,5052,145,5311
20320,18653,5052,145,5311
20323,19729,1131,42,7230
20331,9900,5052,145,3640
20332,9900,5052,145,3640
23348,11976,5052,145,5300
23349,10323,1131,42,5211
26113,8027,6167,72,5970
26114,889,4431,72,5651
26115,12269,1465,72,5094
26117,6002,1424,72,4899
26118,3562,3881,72,3256
26119,7548,830,72,5310
26120,3475,782,72,7832
26123,11976,3758,72,5300
30818,16779,5052,145,7922
30819,10825,6838,97,5712
30820,17313,5052,145,5912
30821,6404,5052,145,5719
30822,6404,5052,145,5719
30823,4224,5052,145,4829
30824,11677,5052,145,5814
30825,15782,5052,145,5732
30826,11976,5052,145,5300
30827,2396,5052,145,5310
30828,6140,5052,145,4112
30829,3995,6838,97,5651
30830,3051,5052,145,5311
30832,16281,5052,145,3775
30833,4224,5052,145,4829
30834,16281,5052,145,3775
30835,16281,5052,145,3775
31110,15782,5052,145,5732
31111,8408,5052,145,5311
31112,18803,5052,145,5251
31113,1829,5052,145,5311
31114,2439,5052,145,5719
31115,4224,5052,145,4829
31116,15782,5052,145,5732
31117,11921,7674,72,7995
31118,8931,5052,145,3009
31119,11976,5052,145,5300
31251,11976,5052,145,5300
31252,13838,5052,145,7801
31280,4224,5052,145,4829
31281,14180,5052,145,5310
31282,4224,5052,145,4829
32221,7548,5052,145,5310
32222,1297,5052,145,5815
32223,6329,5052,145,4121
32224,21520,6838,97,5921
32225,20098,5052,145,5661
32226,4224,5052,145,4829
32227,4224,5052,145,4829
32228,4798,6838,97,8021
36289,4285,5052,145,5045
36290,1336,5052,145,4411
36291,17445,5052,145,9402
36292,3779,4189,97,5310
36348,9118,6057,57,5814
36354,17327,6057,57,5310
36356,18612,6057,57,5411
36357,17327,6057,57,5310
36359,9543,6057,57,5193
36361,10225,6057,57,5712
36362,3051,6057,57,5311
36363,17144,6057,57,5094
36370,21267,6057,57,5311
36371,13896,6057,57,5651
36372,8209,6057,57,5411
37176,8027,5052,145,5970
37177,11976,5052,145,5300
37178,4224,5052,145,4829
37179,3366,5052,145,3007
37180,19227,5052,145,5311
37181,2396,5052,145,5310
37182,21267,5052,145,5311
37183,16601,5052,145,5912
37184,6063,6838,97,5310
37185,1449,5052,145,5311
52225,19976,5052,145,5310
57428,1336,5052,145,4411
57429,1829,5052,145,5311
57430,444,851,52,5411
57431,15782,5052,145,5732
57432,18382,851,52,5813
57433,11976,5052,145,5300
57434,444,851,52,5411
57435,6053,5052,145,7832
57437,16955,5052,145,5311
57438,11976,5052,145,5300
61042,8944,12,95,5310
61043,2177,12,95,5912
61047,3774,12,95,5712
61062,8944,12,95,5310
61067,2177,12,95,5912
61077,8944,12,95,5310
61511,7055,5921,20,3393
61513,7055,5921,20,3393
61540,7055,5921,20,3393
68425,7548,5052,145,5310
68426,11255,5052,145,3132
68427,11976,5052,145,5300
68428,4272,5052,145,5211
68429,20253,954,52,5947
68434,1297,5052,145,5815
68452,17445,5052,145,9402
68453,2435,5052,145,5712
68454,18803,5052,145,5251
68455,18653,5052,145,5311
78373,8555,7233,20,5722
78486,8408,5052,145,5311
78487,7670,3688,20,7922
78488,15782,5052,145,5732
80319,20360,5052,145,4814
80320,5547,5052,145,5712
80322,11976,5052,145,5300
80355,1483,7412,20,7922
80356,13606,5052,145,5311
81575,1829,5052,145,5311
81576,15782,5052,145,5732
81577,20170,5052,145,5311
81578,20388,5052,145,3006
81579,17040,5052,145,5912
81581,3051,5052,145,5311
81582,9693,5052,145,5651
81583,17313,5052,145,5912
81584,15341,5052,145,3596
81585,7865,5675,46,5921
81590,15341,5052,145,3596
81591,15341,5052,145,3596
90326,20295,74,5,5211
90335,8146,74,5,5310
90344,14530,74,5,5094
90345,8146,74,5,5310
92786,1297,5052,145,5815
93104,18653,5052,145,5311
93105,2651,5052,145,5814
93107,15328,5808,20,5651
93109,12991,6238,20,5310
93110,4224,5052,145,4829
93111,4224,5052,145,4829
93112,16601,5052,145,5912
93352,16523,5808,20,7538
93357,11959,2053,20,3359
93358,4224,5167,20,4829
93368,14180,5979,20,5310
93369,6404,1770,20,5719
93370,19976,5808,20,5310
93371,10,154,0,3780
93387,2815,6745,20,5311
93388,10,154,0,3780
93389,11976,1497,20,5300
96148,2585,5052,145,5251
96149,15782,5052,145,5732
96150,12008,6238,20,5813
96151,4224,5052,145,4829
96153,13896,5052,145,5651
96154,6747,5052,145,4121
96155,7101,5052,145,3390
96158,7101,5052,145,3390
96159,7101,5052,145,3390
97385,17396,5052,145,4214
97387,14793,5052,145,5814
97388,2651,5052,145,5814
97389,20360,5052,145,4814
97390,11976,5052,145,5300
97391,17313,5052,145,5912
105610,19021,5052,145,7996
105611,4224,5052,145,4829
105612,15782,5052,145,5732
105613,11737,5052,145,3722
105614,20144,6199,73,8021
105618,11737,5052,145,3722
105619,11737,5052,145,3722
105663,18653,5052,145,5311
105664,20360,5052,145,4814
105665,5998,5052,145,5311
105666,9693,5052,145,5651
105667,2815,5052,145,5311
105669,14180,5052,145,5310
105670,21267,5052,145,5311
113344,2815,5921,20,5311
113740,4224,5921,20,4829
113742,20345,3989,20,3144
120790,1829,5052,145,5311
123572,17445,5052,145,9402
123573,14896,6199,73,5621
123574,8408,5052,145,5311
123575,2850,4896,73,5300
123576,13797,5052,145,4722
123577,10815,5052,145,4131
123578,9422,5052,145,3001
123580,13797,5052,145,4722
123581,13797,5052,145,4722
123582,17845,5052,145,5815
123583,13332,6199,73,5310
123584,4677,6199,73,5300
123585,15256,6199,73,5300
130485,4224,5052,145,4829
130486,16281,5052,145,3775
130494,16281,5052,145,3775
130495,16281,5052,145,3775
132038,8027,5052,145,5970
132039,8628,5052,145,4411
132040,17845,5052,145,5815
132041,7587,5052,145,4722
132042,18803,5052,145,5251
132043,2439,5052,145,5719
132044,5780,5052,145,5977
132049,152,5052,145,5045
132050,7587,5052,145,4722
132051,7587,5052,145,4722
132053,17929,5052,145,3066
134962,15341,5069,20,3596
134968,15341,5069,20,3596
134969,15341,5069,20,3596
149983,18612,6057,57,5411
149984,1829,6057,57,5311
149988,17327,6057,57,5310
149989,21267,6057,57,5311
149990,16646,6057,57,4121
149995,13606,6057,57,5311
150004,12135,6057,57,5541
150008,16646,6057,57,4121
150009,17327,6057,57,5310
150014,18612,6057,57,5411
150029,17144,6057,57,5094
152971,6750,1644,1,3389
152974,15782,5052,145,5732
152975,5954,5052,145,3008
152976,17040,5052,145,5912
152982,12131,2044,1,5921
152984,13606,5052,145,5311
152986,19963,2044,1,5947
152988,5509,5052,145,5815
152989,11976,5052,145,5300
152990,15876,5052,145,5816
152993,5509,5052,145,5815
156228,14793,5052,145,5814
156231,101,2044,1,5411
156232,1336,5052,145,4411
167074,1829,5052,145,5311
167076,4224,5052,145,4829
167077,11976,5052,145,5300
167079,17313,5052,145,5912
167080,18099,5052,145,5732
167081,19036,6838,97,5411
167082,13606,5052,145,5311
167083,12269,5052,145,5094
167084,19668,6838,97,7538
167085,18653,5052,145,5311
167086,13951,6838,97,4121
168161,2439,5052,145,5719
168162,5145,5052,145,7801
168163,11976,5052,145,5300
168164,4224,5052,145,4829
168165,17313,5052,145,5912
168166,21142,2044,1,5310
168167,2439,5052,145,5719
168168,101,2044,1,5411
168172,4224,5052,145,4829
168173,5975,2244,1,8043
168174,6329,5052,145,4121
169058,21142,2044,1,5310
179370,16684,5148,126,5813
179371,5509,5052,145,5815
179372,8027,5052,145,5970
179373,4047,3991,126,5411
179375,5780,5052,145,5977
179376,11976,5052,145,5300
179378,725,5481,126,7922
179379,11513,4414,126,8062
179382,19976,5052,145,5310
179383,7548,5052,145,5310
179384,2815,5052,145,5311
179387,5508,3991,126,4121
179388,18653,5052,145,5311
179760,6329,5052,145,4121
179762,4224,5052,145,4829
179763,8408,5052,145,5311
179764,13606,5052,145,5311
179765,4850,6869,97,5813
179766,15782,5052,145,5732
179767,18099,5052,145,5732
179768,17377,6838,97,5211
179769,11874,5052,145,3000
179770,4224,5052,145,4829
179771,3561,6838,97,5912
179772,15782,5052,145,5732
180471,11255,5052,145,3132
180472,11709,5052,145,7922
180473,8027,5052,145,5970
190687,482,5052,145,5816
190688,11976,5052,145,5300
192015,3051,6057,57,5311
192016,21267,6057,57,5311
192018,8931,6057,57,3009
192019,17327,6057,57,5310
192630,16646,6057,57,4121
192633,6115,6057,57,5733
192636,17327,6057,57,5310
192637,13606,6057,57,5311
192640,11818,6057,57,5499
192641,153,6057,57,3509
192642,3051,6057,57,5311
192646,153,6057,57,3509
192648,8209,6057,57,5411
192649,21267,6057,57,5311
192651,8539,6057,57,5813
192652,780,6057,57,5912
192658,17144,6057,57,5094
192660,153,6057,57,3509
192661,17327,6057,57,5310
192663,9693,6057,57,5651
193571,11976,5052,145,5300
193572,2439,5052,145,5719
193573,5509,5052,145,5815
209930,1829,6870,101,5311
209940,21217,1454,101,5651
209953,14800,367,101,5411
209956,9685,7437,101,5310
209960,1829,6870,101,5311
209961,18803,6870,101,5251
209968,5704,1854,101,5813
209970,6404,1838,101,5719
209971,15782,5913,101,5732
209972,3869,1854,101,8021
209975,746,4309,101,3387
209976,20588,1454,101,5094
209978,9131,3754,101,7832
209980,2439,1788,101,5719
220397,16601,5052,145,5912
220398,5836,5052,145,5912
220399,5509,5052,145,5815
225123,11976,5052,145,5300
225125,16971,5052,145,5310
225126,14223,5052,145,7801
225127,11976,5052,145,5300
225128,10,5052,145,3780
225129,1297,5052,145,5815
225130,11976,5052,145,5300
225131,2514,4374,49,5651
225132,17845,5052,145,5815
225133,15465,5052,145,7996
225135,19021,5052,145,7996
225136,12219,5052,145,5651
225137,17769,5052,145,5733
225140,10,5052,145,3780
225141,10,5052,145,3780
225196,19976,5052,145,5310
225197,15669,5052,145,5732
228706,153,6057,57,3509
228712,9578,6057,57,5661
235366,3005,6057,57,7011
235377,17327,6057,57,5310
235378,3005,6057,57,7011
235379,5439,6057,57,5541
235384,18612,6057,57,5411
235391,780,6057,57,5912
238216,19036,6838,97,5411
238217,11976,5052,145,5300
238218,11677,5052,145,5814
238219,1449,5052,145,5311
238220,4272,5052,145,5211
238221,15876,5052,145,5816
238222,4224,5052,145,4829
238223,7055,5052,145,3393
238225,19227,5052,145,5311
238227,21267,5052,145,5311
238228,13896,5052,145,5651
238229,16779,5052,145,7922
238230,4224,5052,145,4829
238231,2815,5052,145,5311
238233,19976,5052,145,5310
238234,5509,5052,145,5815
238235,9676,6838,97,8011
238248,7055,5052,145,3393
238249,7055,5052,145,3393
243174,16982,4390,80,5310
243175,1171,4390,80,5045
245533,4224,61,89,4829
245534,14180,5961,89,5310
245535,11818,2026,89,5499
245553,4224,61,89,4829
245554,16430,5562,89,5651
245556,6404,61,89,5719
245560,12135,5961,89,5541
245561,153,2277,89,3509
245562,2815,6302,89,5311
245568,153,2277,89,3509
245569,153,2277,89,3509
246582,4224,5052,145,4829
246583,11976,5052,145,5300
246585,17396,5052,145,4214
246586,13797,5052,145,4722
246592,13797,5052,145,4722
246593,13797,5052,145,4722
249630,20345,5052,145,3144
249631,18653,5052,145,5311
249632,2815,5052,145,5311
250692,16272,5052,145,5814
250693,11976,5052,145,5300
250695,18653,5052,145,5311
250696,14223,5052,145,7801
250697,16601,5052,145,5912
250698,11976,5052,145,5300
250700,8628,5052,145,4411
250701,2815,5052,145,5311
250702,9693,5052,145,5651
250703,3051,5052,145,5311
250704,14393,4189,97,8043
250709,20297,5462,97,7832
252008,14530,74,5,5094
252010,20646,74,5,5712
252012,10936,74,5,4121
252015,15790,74,5,5651
253940,20746,61,89,5300
253941,4224,5052,145,4829
253942,14223,5052,145,7801
253943,2585,5052,145,5251
253944,9693,5052,145,5651
253945,12454,5961,89,5651
253946,20350,5052,145,4131
253947,15782,5052,145,5732
253948,15782,5052,145,5732
253949,17088,5052,145,5533
256787,13100,6838,97,5947
256788,4224,5052,145,4829
256789,10825,6838,97,5712
256790,4224,5052,145,4829
256791,4224,5052,145,4829
256792,1370,5052,145,7801
256793,5145,5052,145,7801
256794,20170,5052,145,5311
256795,5509,5052,145,5815
256796,3561,6838,97,5912
256797,5780,5052,145,5977
256798,17561,7227,97,5932
256799,19036,6838,97,5411
256800,17845,5052,145,5815
256801,152,5052,145,5045
256802,482,5052,145,5816
256803,10613,6838,97,5300
257833,3562,5052,145,3256
257834,830,5052,145,5310
257835,15782,5052,145,5732
258023,728,5052,145,3005
262115,17769,5052,145,5733
262116,11976,5052,145,5300
262118,11976,5052,145,5300
262120,17845,5052,145,5815
262121,15782,5052,145,5732
262122,17313,5052,145,5912
262124,14180,5052,145,5310
265814,15669,5052,145,5732
265815,4224,5052,145,4829
271752,9422,5052,145,3001
271753,2815,5052,145,5311
271755,7549,3726,97,5411
271756,5788,3305,97,5813
271757,18653,5052,145,5311
271758,20360,5052,145,4814
271759,3084,1315,97,5310
271761,4181,5052,145,7349
271762,16135,4158,97,5651
271763,17040,5052,145,5912
279468,830,5052,145,5310
279469,18803,5052,145,5251
279470,5998,5052,145,5311
291154,15782,5052,145,5732
291155,14180,5052,145,5310
291156,4224,5052,145,4829
291157,1524,6385,88,5094
291158,18288,5052,145,5311
291159,11715,5052,145,5193
291161,4930,4199,88,5300
291327,6404,5052,145,5719
296153,5846,5052,145,5942
296154,10461,4199,88,5912
296157,11292,5085,88,5300
296158,6404,5052,145,5719
296159,4224,5052,145,4829
296160,12308,7820,88,7995
296161,14162,4269,88,7996
296162,11976,5052,145,5300
296163,7548,5052,145,5310
296168,11709,5052,145,7922
296174,4224,5052,145,4829
296175,11195,5052,145,3730
296176,1449,5052,145,5311
296177,14162,4269,88,7996
296178,7699,6622,88,5813
296179,20932,300,88,5651
296180,11737,5052,145,3722
296181,12136,6385,88,5812
296187,11737,5052,145,3722
296188,11737,5052,145,3722
296192,11195,5052,145,3730
296193,11195,5052,145,3730
308858,6747,5052,145,4121
308859,18099,5052,145,5732
308861,13896,5052,145,5651
308862,17693,5052,145,7801
308863,9057,5052,145,4411
308864,15782,5052,145,5732
308865,4224,5052,145,4829
309225,15782,5052,145,5732
309226,17845,5052,145,5815
309227,2815,5052,145,5311
311437,9543,6057,57,5193
311438,17144,6057,57,5094
311441,3366,6057,57,3007
311442,17327,6057,57,5310
311443,780,6057,57,5912
311455,17327,6057,57,5310
311459,3051,6057,57,5311
311464,17327,6057,57,5310
311483,6750,6057,57,3389
311489,13405,6057,57,5921
311490,728,6057,57,3005
311495,21267,6057,57,5311
311496,18612,6057,57,5411
311502,780,6057,57,5912
311503,21267,6057,57,5311
311505,6750,6057,57,3389
311511,780,6057,57,5912
328105,15782,5052,145,5732
328106,15465,5052,145,7996
328107,11976,5052,145,5300
340573,8146,74,5,5310
340575,8146,74,5,5310
340576,8146,74,5,5310
342529,11976,5052,145,5300
342530,7055,5052,145,3393
342534,7055,5052,145,3393
342535,7055,5052,145,3393
344974,8146,74,5,5310
344975,20646,74,5,5712
344982,2522,74,5,7011
344983,2522,74,5,7011
344984,21583,74,5,5812
344985,2522,74,5,7011
344990,2522,74,5,7011
344991,4858,74,5,5912
359193,8146,74,5,5310
359244,4858,74,5,5912
359282,20646,74,5,5712
383185,1829,6057,57,5311
383186,19239,6057,57,5651
383194,18137,6057,57,5211
383198,5439,6057,57,5541
383214,21267,6057,57,5311
383215,10225,6057,57,5712
383219,8209,6057,57,5411
383220,15366,6057,57,5045
383223,11737,6057,57,3722
383228,18137,6057,57,5211
383229,780,6057,57,5912
383239,1829,6057,57,5311
390643,8781,5376,65,7995
390644,15669,5052,145,5732
390645,18125,5052,145,4899
390646,1297,5052,145,5815
390647,14260,5052,145,4722
395865,16705,1809,65,5300
395867,14205,6169,65,5621
395868,11976,5052,145,5300
395869,3418,5052,145,4814
395871,2815,5052,145,5311
399583,6404,5052,145,5719
399584,6329,5052,145,4121
399585,15782,5052,145,5732
399586,5998,5052,145,5311
399587,4224,5052,145,4829
399588,15782,5052,145,5732
399589,4224,5052,145,4829
399590,11976,5052,145,5300
399591,12269,5052,145,5094
399592,6750,5052,145,3389
399594,6750,5052,145,3389
399595,6750,5052,145,3389
399599,11976,5052,145,5300
399600,2815,5052,145,5311
399601,15782,5052,145,5732
399602,5846,5052,145,5942
399604,20098,5052,145,5661
405717,19192,227,137,5912
405718,2439,5921,137,5719
405719,14632,5052,145,3405
405720,13952,5052,145,3174
405722,19021,5052,145,7996
405724,14632,5052,145,3405
405725,14632,5052,145,3405
405729,5998,5052,145,5311
405731,3567,227,137,5310
405732,5836,5052,145,5912
405733,9693,5052,145,5651
419571,12269,5052,145,5094
419572,18099,5052,145,5732
422532,15790,74,5,5651
422537,8146,74,5,5310
423537,2815,5052,145,5311
423538,4224,5052,145,4829
423541,7587,5052,145,4722
423542,19021,5052,145,7996
423544,13384,274,42,5300
423545,49,274,42,5921
425387,15782,5052,145,5732
425388,6140,5052,145,4112
427750,18193,5052,145,4814
427751,1829,5052,145,5311
427752,18109,6598,42,5300
427753,18288,5052,145,5311
427754,15465,5052,145,7996
427755,0,1650,42,5411
427756,18193,5052,145,4814
427757,5998,5052,145,5311
427758,5145,5052,145,7801
427759,21586,6598,42,5921
427760,11635,274,42,7922
428088,11976,5052,145,5300
428089,15722,5052,145,3504
428090,15635,4063,42,5655
428091,2832,3505,42,7011
428093,2832,3505,42,7011
428094,2832,3505,42,7011
428096,15722,5052,145,3504
428097,15722,5052,145,3504
443538,13606,5052,145,5311
443539,10825,6838,97,5712
443540,2439,5052,145,5719
443542,4224,5052,145,4829
443543,1437,5052,145,5816
443545,18099,5052,145,5732
443546,11976,5052,145,5300
443547,2396,5052,145,5310
443549,3995,6838,97,5651
443550,2435,5052,145,5712
451471,1829,4390,80,5311
451473,17396,4390,80,4214
451487,15605,4390,80,5814
451488,2439,4390,80,5719
451492,15366,4390,80,5045
451494,3051,4390,80,5311
452134,13606,2056,20,5311
452135,238,518,20,5655
463878,7112,5403,2,5812
463880,14260,5052,145,4722
463881,11976,5052,145,5300
463891,14260,5052,145,4722
463892,14260,5052,145,4722
496711,7865,5675,46,5921
496712,2435,5052,145,5712
496713,15669,5052,145,5732
496714,15669,5052,145,5732
496715,14260,5052,145,4722
496716,9304,5052,145,4511
496717,11976,5052,145,5300
496718,153,5052,145,3509
496731,153,5052,145,3509
496732,153,5052,145,3509
503180,2386,7354,137,5651
503181,3446,7354,137,5921
504715,18653,5052,145,5311
504716,746,5052,145,3387
504717,1449,5052,145,5311
504718,4224,5052,145,4829
504719,6140,5052,145,4112
504720,4224,5052,145,4829
504721,9471,4941,137,7549
504722,11976,5052,145,5300
504723,17973,4941,137,5300
504724,746,5052,145,3387
504725,746,5052,145,3387
504726,4224,5052,145,4829
504727,19995,5052,145,7996
504804,6329,5052,145,4121
504805,13952,5052,145,3174
504809,1297,5052,145,5815
504841,5836,5052,145,5912
504842,18962,5052,145,5193
504843,1437,5052,145,5816
505497,2815,5052,145,5311
505498,12836,2520,131,5812
505500,20388,5052,145,3006
505501,6404,5052,145,5719
509809,4224,5052,145,4829
509810,4224,5052,145,4829
509811,2396,5052,145,5310
509812,2815,5052,145,5311
509813,14793,5052,145,5814
509814,4224,5052,145,4829
510112,19907,4899,137,5921
510113,15782,5052,145,5732
510114,5509,5052,145,5815
513342,21267,5052,145,5311
513343,8964,7273,20,5912
513344,11976,5052,145,5300
513345,1449,5052,145,5311
513350,4224,5052,145,4829
513354,4224,5052,145,4829
513355,19692,7273,20,5193
513356,17845,5052,145,5815
513363,7548,5052,145,5310
537072,1297,5052,145,5815
537073,16955,5052,145,5311
537074,15782,5052,145,5732
537793,17845,5052,145,5815
537794,8027,5052,145,5970
537795,13374,4990,20,7542
560854,14212,7769,91,8043
560855,8408,5052,145,5311
560856,830,5052,145,5310
560857,11976,5052,145,5300
560859,15465,5052,145,7996
561271,13606,5052,145,5311
580753,11976,5052,145,5300
580754,14948,5052,145,4814
580755,9693,5052,145,5651
580756,10815,5052,145,4131
580758,1336,5052,145,4411
580759,15782,5052,145,5732
580762,16971,5052,145,5310
580763,17030,5052,145,7349
586124,10971,1694,72,5411
586128,7760,3922,72,7832
