index,User,Card,Use Chip
10709,1788,0,0
18999,1788,2,2
19000,1788,2,2
19019,1788,2,2
19020,1788,2,2
20315,1788,2,1
20317,1788,2,1
20318,1788,2,1
20319,1788,2,1
20320,1788,2,1
20323,1788,2,2
20331,1788,2,1
20332,1788,2,1
23348,1788,2,1
23349,1788,2,2
26113,1789,1,2
26114,1789,1,2
26115,1789,1,2
26117,1789,1,2
26118,1789,1,2
26119,1789,1,2
26120,1789,1,2
26123,1789,1,2
30818,1789,2,1
30819,1789,2,2
30820,1789,2,1
30821,1789,2,1
30822,1789,2,1
30823,1789,2,1
30824,1789,2,1
30825,1789,2,1
30826,1789,2,1
30827,1789,2,1
30828,1789,2,1
30829,1789,2,2
30830,1789,2,1
30832,1789,2,1
30833,1789,2,1
30834,1789,2,1
30835,1789,2,1
31110,1789,2,1
31111,1789,2,1
31112,1789,2,1
31113,1789,2,1
31114,1789,2,1
31115,1789,2,1
31116,1789,2,1
31117,1789,2,0
31118,1789,2,1
31119,1789,2,1
31251,1789,2,1
31252,1789,2,1
31280,1789,2,1
31281,1789,2,1
31282,1789,2,1
32221,1789,3,1
32222,1789,3,1
32223,1789,3,1
32224,1789,3,2
32225,1789,3,1
32226,1789,3,1
32227,1789,3,1
32228,1789,3,2
36289,1790,0,1
36290,1790,0,1
36291,1790,0,1
36292,1790,0,0
36348,1790,0,0
36354,1790,0,0
36356,1790,0,0
36357,1790,0,0
36359,1790,0,0
36361,1790,0,0
36362,1790,0,0
36363,1790,0,0
36370,1790,0,0
36371,1790,0,0
36372,1790,0,0
37176,1790,2,1
37177,1790,2,1
37178,1790,2,1
37179,1790,2,1
37180,1790,2,1
37181,1790,2,1
37182,1790,2,1
37183,1790,2,1
37184,1790,2,2
37185,1790,2,1
52225,1791,1,1
57428,1791,2,1
57429,1791,2,1
57430,1791,2,0
57431,1791,2,1
57432,1791,2,2
57433,1791,2,1
57434,1791,2,0
57435,1791,2,1
57437,1791,2,1
57438,1791,2,1
61042,1791,3,2
61043,1791,3,2
61047,1791,3,2
61062,1791,3,2
61067,1791,3,2
61077,1791,3,2
61511,1791,3,2
61513,1791,3,2
61540,1791,3,2
68425,1791,3,1
68426,1791,3,1
68427,1791,3,1
68428,1791,3,1
68429,1791,3,2
68434,1791,3,1
68452,1791,3,1
68453,1791,3,1
68454,1791,3,1
68455,1791,3,1
78373,1792,0,0
78486,1792,0,1
78487,1792,0,0
78488,1792,0,1
80319,1792,1,1
80320,1792,1,1
80322,1792,1,1
80355,1792,1,2
80356,1792,1,1
81575,1792,1,1
81576,1792,1,1
81577,1792,1,1
81578,1792,1,1
81579,1792,1,1
81581,1792,1,1
81582,1792,1,1
81583,1792,1,1
81584,1792,1,1
81585,1792,1,2
81590,1792,1,1
81591,1792,1,1
90326,1792,2,2
90335,1792,2,2
90344,1792,2,2
90345,1792,2,2
92786,1792,2,1
93104,1792,2,1
93105,1792,2,1
93107,1792,2,2
93109,1792,2,2
93110,1792,2,1
93111,1792,2,1
93112,1792,2,1
93352,1792,2,2
93357,1792,2,2
93358,1792,2,2
93368,1792,2,2
93369,1792,2,2
93370,1792,2,2
93371,1792,2,2
93387,1792,2,2
93388,1792,2,2
93389,1792,2,2
96148,1792,2,1
96149,1792,2,1
96150,1792,2,2
96151,1792,2,1
96153,1792,2,1
96154,1792,2,1
96155,1792,2,1
96158,1792,2,1
96159,1792,2,1
97385,1792,2,1
97387,1792,2,1
97388,1792,2,1
97389,1792,2,1
97390,1792,2,1
97391,1792,2,1
105610,1794,0,1
105611,1794,0,1
105612,1794,0,1
105613,1794,0,1
105614,1794,0,2
105618,1794,0,1
105619,1794,0,1
105663,1794,0,1
105664,1794,0,1
105665,1794,0,1
105666,1794,0,1
105667,1794,0,1
105669,1794,0,1
105670,1794,0,1
113344,1794,1,2
113740,1794,1,2
113742,1794,1,2
120790,1794,2,1
123572,1794,3,1
123573,1794,3,2
123574,1794,3,1
123575,1794,3,2
123576,1794,3,1
123577,1794,3,1
123578,1794,3,1
123580,1794,3,1
123581,1794,3,1
123582,1794,3,1
123583,1794,3,2
123584,1794,3,2
123585,1794,3,2
130485,1795,0,1
130486,1795,0,1
130494,1795,0,1
130495,1795,0,1
132038,1795,1,1
132039,1795,1,1
132040,1795,1,1
132041,1795,1,1
132042,1795,1,1
132043,1795,1,1
132044,1795,1,1
132049,1795,1,1
132050,1795,1,1
132051,1795,1,1
132053,1795,1,1
134962,1795,2,2
134968,1795,2,2
134969,1795,2,2
149983,1798,0,0
149984,1798,0,0
149988,1798,0,0
149989,1798,0,0
149990,1798,0,0
149995,1798,0,0
150004,1798,0,0
150008,1798,0,0
150009,1798,0,0
150014,1798,0,0
150029,1798,0,0
152971,1799,0,2
152974,1799,0,1
152975,1799,0,1
152976,1799,0,1
152982,1799,0,2
152984,1799,0,1
152986,1799,0,2
152988,1799,0,1
152989,1799,0,1
152990,1799,0,1
152993,1799,0,1
156228,1799,0,1
156231,1799,0,0
156232,1799,0,1
167074,1799,2,1
167076,1799,2,1
167077,1799,2,1
167079,1799,2,1
167080,1799,2,1
167081,1799,2,2
167082,1799,2,1
167083,1799,2,1
167084,1799,2,2
167085,1799,2,1
167086,1799,2,2
168161,1799,2,1
168162,1799,2,1
168163,1799,2,1
168164,1799,2,1
168165,1799,2,1
168166,1799,2,2
168167,1799,2,1
168168,1799,2,2
168172,1799,2,1
168173,1799,2,2
168174,1799,2,1
169058,1799,2,2
179370,1800,2,2
179371,1800,2,1
179372,1800,2,1
179373,1800,2,2
179375,1800,2,1
179376,1800,2,1
179378,1800,2,2
179379,1800,2,2
179382,1800,2,1
179383,1800,2,1
179384,1800,2,1
179387,1800,2,2
179388,1800,2,1
179760,1800,2,1
179762,1800,2,1
179763,1800,2,1
179764,1800,2,1
179765,1800,2,2
179766,1800,2,1
179767,1800,2,1
179768,1800,2,2
179769,1800,2,1
179770,1800,2,1
179771,1800,2,2
179772,1800,2,1
180471,1800,2,1
180472,1800,2,1
180473,1800,2,1
190687,1802,0,1
190688,1802,0,1
192015,1802,0,2
192016,1802,0,2
192018,1802,0,2
192019,1802,0,2
192630,1802,1,0
192633,1802,1,0
192636,1802,1,0
192637,1802,1,0
192640,1802,1,0
192641,1802,1,0
192642,1802,1,0
192646,1802,1,0
192648,1802,1,0
192649,1802,1,0
192651,1802,1,0
192652,1802,1,0
192658,1802,1,0
192660,1802,1,0
192661,1802,1,0
192663,1802,1,0
193571,1802,2,1
193572,1802,2,1
193573,1802,2,1
209930,1805,0,2
209940,1805,0,2
209953,1805,0,2
209956,1805,0,2
209960,1805,0,2
209961,1805,0,2
209968,1805,0,2
209970,1805,0,2
209971,1805,0,2
209972,1805,0,2
209975,1805,0,2
209976,1805,0,2
209978,1805,0,2
209980,1805,0,2
220397,1807,0,1
220398,1807,0,1
220399,1807,0,1
225123,1807,2,1
225125,1807,2,1
225126,1807,2,1
225127,1807,2,1
225128,1807,2,1
225129,1807,2,1
225130,1807,2,1
225131,1807,2,0
225132,1807,2,1
225133,1807,2,1
225135,1807,2,1
225136,1807,2,1
225137,1807,2,1
225140,1807,2,1
225141,1807,2,1
225196,1807,2,1
225197,1807,2,1
228706,1808,0,0
228712,1808,0,0
235366,1809,0,0
235377,1809,0,0
235378,1809,0,0
235379,1809,0,0
235384,1809,0,0
235391,1809,0,0
238216,1809,1,2
238217,1809,1,1
238218,1809,1,1
238219,1809,1,1
238220,1809,1,1
238221,1809,1,1
238222,1809,1,1
238223,1809,1,1
238225,1809,1,1
238227,1809,1,1
238228,1809,1,1
238229,1809,1,1
238230,1809,1,1
238231,1809,1,1
238233,1809,1,1
238234,1809,1,1
238235,1809,1,2
238248,1809,1,1
238249,1809,1,1
243174,1810,0,2
243175,1810,0,2
245533,1810,0,2
245534,1810,0,2
245535,1810,0,2
245553,1810,0,2
245554,1810,0,2
245556,1810,0,2
245560,1810,0,2
245561,1810,0,2
245562,1810,0,2
245568,1810,0,2
245569,1810,0,2
246582,1810,0,1
246583,1810,0,1
246585,1810,0,1
246586,1810,0,1
246592,1810,0,1
246593,1810,0,1
249630,1810,0,1
249631,1810,0,1
249632,1810,0,1
250692,1810,0,1
250693,1810,0,1
250695,1810,0,1
250696,1810,0,1
