index,User,Merchant Name,Amount,Is Fraud?,Datetime_As_Float
1610,618,3953,7.04,1,10103.831944444444
1621,618,3129,55.45,1,10108.706944444444
1625,618,5662,10.72,1,10109.696527777778
1626,618,5662,88.0,1,10109.70625
1629,618,22177,41.2,1,10110.48125
1631,618,22177,56.21,1,10110.642361111111
1632,618,18087,169.76,1,10110.665277777778
1633,618,8855,39.83,1,10110.771527777775
1637,618,16407,319.0,1,10113.517361111111
1643,618,18926,0.0,1,10115.511805555556
1648,618,8494,25.17,1,10116.449305555556
1649,618,13945,89.73,1,10116.568055555555
1650,618,836,8.23,1,10116.797916666666
1651,618,836,253.83,1,10116.803472222222
1652,618,16407,172.78,1,10116.284722222224
1687,618,357,86.0,1,10127.613888888887
1688,618,3173,88.44,1,10127.736805555556
1689,618,1852,39.82,1,10127.785416666668
1690,618,8494,24.22,1,10127.790972222225
4209,619,21606,218.88,1,6532.373611111111
4210,619,10494,46.17,1,6532.440972222223
4211,619,1202,168.51,1,6532.445138888889
4212,619,2936,81.07,1,6532.475
4213,619,778,399.81,1,6532.5263888888885
4214,619,21008,478.56,1,6532.58125
4215,619,1481,2.85,1,6532.654166666666
4381,619,5722,148.51,1,6632.301388888889
4384,619,9782,218.9,1,6632.4951388888885
4385,619,12445,15.9,1,6632.4951388888885
4386,619,16997,129.0,1,6632.656944444445
4387,619,13597,35.93,1,6632.657638888889
4401,619,16997,178.13,1,6640.396527777778
4402,619,16997,-129.0,1,6640.402777777777
5139,619,803,45.13,1,7109.134722222222
5140,619,16464,79.29,1,7109.223611111112
5141,619,19450,59.42,1,7110.4319444444445
5142,619,2504,120.41,1,7110.471527777778
14694,619,12445,136.27,1,4371.95
14695,619,18921,42.86,1,4371.955555555555
14696,619,8720,0.7,1,4371.972916666667
14697,619,3743,486.62,1,4371.003472222223
14698,619,21804,25.02,1,4371.086111111111
14699,619,2504,11.75,1,4371.091666666666
14700,619,6118,317.64,1,4371.20625
14701,619,2451,90.2,1,4371.248611111111
19438,619,1329,21.93,1,6253.742361111111
19441,619,17706,164.28,1,6255.597916666667
19443,619,2451,59.0,1,6256.599305555556
19447,619,16148,39.13,1,6256.734027777778
19448,619,22285,100.19,1,6256.874305555555
19456,619,17322,103.91,1,6260.593055555555
19457,619,1852,0.72,1,6260.659722222223
20572,619,17715,48.67,1,6965.284722222223
20573,619,2504,13.26,1,6966.303472222222
20574,619,6118,345.87,1,6966.321527777778
20575,619,6061,78.55,1,6966.332638888889
20576,619,12445,205.1,1,6966.468055555555
20577,619,7804,1.05,1,6966.502083333334
20578,619,878,147.57,1,6966.51875
20579,619,10054,3.88,1,6966.531944444445
20581,619,1329,18.36,1,6968.170138888889
20880,619,5352,175.56,1,7155.752083333334
20881,619,12353,83.26,1,7155.765277777778
20882,619,12769,33.26,1,7155.827083333334
20883,619,8329,0.38,1,7155.845138888889
20885,619,2676,94.97,1,7156.565972222223
20886,619,509,5.1,1,7156.580555555555
20887,619,9661,272.26,1,7156.825
20888,619,1374,339.04,1,7156.926388888889
20892,619,7804,133.84,1,7158.551388888889
20893,619,12445,69.04,1,7158.786805555556
20894,619,16464,5.62,1,7158.794444444445
20895,619,16347,294.97,1,7158.829861111111
23887,619,20901,139.64,1,8990.459027777777
23888,619,8723,540.78,1,8990.475694444445
23889,619,19450,100.84,1,8990.502083333333
23890,619,17706,157.47,1,8990.646527777777
23891,619,15333,43.07,1,8990.663888888888
23894,619,4416,77.48,1,8992.474305555555
29925,620,9661,0.51,1,6065.504861111112
29926,620,17322,116.69,1,6065.5125
29928,620,1446,0.72,1,6065.5576388888885
29929,620,17798,83.41,1,6065.695138888889
29930,620,1852,11.84,1,6065.790972222222
29976,620,1481,80.8,1,6091.394444444444
29977,620,1481,418.81,1,6091.419444444445
29978,620,2504,304.94,1,6091.434027777777
29979,620,12121,29.64,1,6091.457638888889
