index,Merchant Name,Merchant City,Merchant State,MCC
2697,1905,6046,57,5311
2708,18489,6046,57,5499
2713,1905,6046,57,5311
2726,16055,6046,57,3504
2728,21665,6046,57,5311
2735,21665,6046,57,5311
2751,6712,6046,57,5947
2767,1905,6046,57,5311
2773,18480,6046,57,5211
2775,3147,6046,57,5311
2783,13594,6046,57,5932
14155,21341,2976,68,5921
19000,5583,6046,57,5541
19001,5583,6046,57,5541
19004,859,6046,57,5912
19027,16055,6046,57,3504
19028,13594,6046,57,5932
19034,21665,6046,57,5311
19065,16055,6046,57,3504
19073,1905,6046,57,5311
19078,17638,6046,57,5310
19085,9077,6046,57,3009
19106,859,6046,57,5912
19115,18028,6046,57,7210
19116,10437,6046,57,5211
19121,21665,6046,57,5311
32164,4355,5059,142,4829
32165,4355,5059,142,4829
32167,12329,3968,87,5812
32168,11945,5059,142,7922
32169,12239,5059,142,5300
32170,798,5059,142,3005
32171,21187,1383,87,5813
32584,9013,5059,142,5651
32585,4355,5059,142,4829
32586,16901,5059,142,5912
32593,4371,3365,87,5411
33658,21665,6046,57,5311
33659,8329,6046,57,5411
33660,3105,6046,57,7011
33661,21665,6046,57,5311
33665,3910,6046,57,5712
33666,859,6046,57,5912
40775,5948,2653,14,5977
40789,9069,7519,96,3684
40791,2537,4554,96,5719
40793,17184,820,96,7996
40800,822,5555,96,3387
40808,9069,7519,96,3684
40809,9069,7519,96,3684
40810,3555,4831,96,4814
40812,6559,4546,96,5719
40813,17332,1834,96,5912
40814,669,1103,96,5651
43755,15202,5071,96,7011
43756,9197,5059,142,4411
43757,2486,4831,96,5310
43758,5235,3093,96,5300
43760,15202,5071,96,7011
43762,18531,5059,142,4814
43776,13551,5059,142,5311
43777,13949,5059,142,5311
43784,2486,5059,142,5310
45215,15130,5059,142,5814
45216,2537,5059,142,5719
45217,4355,5059,142,4829
45218,19600,5059,142,5311
45219,12239,5059,142,5300
45220,4355,5059,142,4829
45221,11981,5059,142,3722
45222,5698,5059,142,5712
45232,11981,5059,142,3722
45233,11981,5059,142,3722
56654,6231,278,92,5411
56655,6231,278,92,5411
56659,4355,849,92,4829
56660,21665,1071,92,5311
56661,7687,4025,92,5310
56662,7687,4025,92,5310
56663,11026,278,92,5814
56665,17332,2454,92,5912
56666,21665,1071,92,5311
56671,5235,278,92,5300
56805,1551,5059,142,5311
56806,18309,4680,80,7832
56807,1905,5059,142,5311
56808,17702,5059,142,4214
56810,16215,5059,142,5816
56811,18624,5059,142,5311
56812,6123,5059,142,5311
56813,4355,5059,142,4829
57618,2537,5059,142,5719
57619,12239,5059,142,5300
57620,1551,5059,142,5311
57623,16105,5059,142,5732
57624,16215,5059,142,5816
57625,1905,5059,142,5311
57626,171,5059,142,3509
57628,6123,5059,142,5311
57629,21665,5059,142,5311
57630,8149,5059,142,5970
57636,171,5059,142,3509
57637,171,5059,142,3509
60514,19188,1960,80,7995
62420,1905,6046,57,5311
62422,17449,6046,57,5094
62424,11981,6046,57,3722
62429,17449,6046,57,5094
62430,15750,6046,57,5045
62442,12079,6046,57,5499
62456,17638,6046,57,5310
62460,15750,6046,57,5045
62471,17638,6046,57,5310
62477,17638,6046,57,5310
62478,397,6046,57,5499
62480,15130,6046,57,5814
62481,10404,6046,57,5712
62485,16953,6046,57,4121
69718,2923,5059,142,5311
69719,5649,5059,142,5815
69723,9013,5059,142,5651
69724,20492,5059,142,5661
69725,19600,5059,142,5311
69730,12239,5059,142,5300
69732,5649,5059,142,5815
72453,1905,6046,57,5311
72454,16953,6046,57,4121
72456,18936,6046,57,5411
72462,14223,6046,57,5651
72463,17702,6046,57,4214
72464,13594,6046,57,5932
72465,16055,6046,57,3504
72468,13949,6046,57,5311
72469,397,6046,57,5499
72470,12387,6046,57,5541
72472,21665,6046,57,5311
72474,3147,6046,57,5311
72475,21665,6046,57,5311
72480,859,6046,57,5912
78214,12239,5059,142,5300
78215,4999,5059,142,4214
78216,17754,5059,142,9402
78217,6291,5059,142,4112
78218,20585,5059,142,5661
81522,4355,5928,69,4829
81523,4355,5928,69,4829
81533,14995,171,69,7011
81534,12079,171,69,5499
81535,12079,171,69,5499
81537,15726,5076,14,3596
81538,3150,273,84,7995
81539,4355,5928,69,4829
81544,14995,171,69,7011
81545,14995,171,69,7011
81550,15726,5076,14,3596
81551,15726,5076,14,3596
