index,User,Merchant Name,Amount,Is Fraud?,Datetime_As_Float
2697,202,1905,8.22,1,8073.672916666666
2708,202,18489,0.07,1,8076.544444444445
2713,202,1905,10.25,1,8076.46875
2726,202,16055,301.22,1,8082.493055555556
2728,202,21665,12.98,1,8082.710416666667
2735,202,21665,129.66,1,8084.75
2751,202,6712,2.16,1,8089.718055555555
2767,202,1905,66.09,1,8094.649305555556
2773,202,18480,222.77,1,8096.590277777777
2775,202,3147,1.75,1,8096.652777777777
2783,202,13594,21.76,1,8098.676388888889
14155,204,21341,91.67,1,7399.422222222222
19000,204,5583,66.0,1,8406.458333333334
19001,204,5583,9.75,1,8406.465277777777
19004,204,859,3.66,1,8407.527777777777
19027,204,16055,125.0,1,8412.62638888889
19028,204,13594,9.3,1,8412.750694444445
19034,204,21665,73.52,1,8413.815277777778
19065,204,16055,179.58,1,8418.506944444445
19073,204,1905,48.38,1,8419.56736111111
19078,204,17638,92.88,1,8419.459027777777
19085,204,9077,99.66,1,8421.545138888889
19106,204,859,3.66,1,8426.62013888889
19115,204,18028,1.35,1,8427.636805555556
19116,204,10437,18.5,1,8427.759027777778
19121,204,21665,0.04,1,8428.58888888889
32164,205,4355,1.35,1,7098.382638888889
32165,205,4355,75.96,1,7098.393055555555
32167,205,12329,66.0,1,7099.531944444445
32168,205,11945,122.94,1,7099.535416666667
32169,205,12239,51.93,1,7099.386111111111
32170,205,798,215.17,1,7100.508333333333
32171,205,21187,44.12,1,7100.541666666667
32584,205,9013,97.41,1,7502.602083333333
32585,205,4355,2.54,1,7502.6625
32586,205,16901,19.93,1,7502.908333333334
32593,205,4371,6.38,1,7505.573611111111
33658,205,21665,30.55,1,8560.460416666667
33659,205,8329,4.45,1,8560.464583333332
33660,205,3105,150.73,1,8561.502083333333
33661,205,21665,53.59,1,8561.611111111111
33665,205,3910,902.46,1,8563.477083333333
33666,205,859,6.95,1,8564.740972222222
40775,206,5948,43.34,1,4564.436111111111
40789,206,9069,183.0,1,4568.347916666667
40791,206,2537,189.26,1,4569.54375
40793,206,17184,3.64,1,4569.386805555556
40800,206,822,128.0,1,4572.48125
40808,206,9069,-183.0,1,4574.063888888889
40809,206,9069,429.27,1,4574.079166666666
40810,206,3555,300.37,1,4575.626388888889
40812,206,6559,69.25,1,4575.4006944444445
40813,206,17332,32.76,1,4576.522916666667
40814,206,669,127.25,1,4576.475694444444
43755,206,15202,245.0,1,5746.458333333333
43756,206,9197,288.05,1,5747.6125
43757,206,2486,39.26,1,5747.615277777778
43758,206,5235,29.15,1,5747.805555555556
43760,206,15202,323.99,1,5747.28125
43762,206,18531,42.66,1,5748.711111111111
43776,206,13551,127.79,1,5751.648611111111
43777,206,13949,0.56,1,5751.719444444445
43784,206,2486,59.17,1,5754.649305555556
45215,206,15130,1.33,1,6362.344444444445
45216,206,2537,12.62,1,6362.353472222222
45217,206,4355,94.86,1,6362.379166666667
45218,206,19600,1.17,1,6362.383333333333
45219,206,12239,271.91,1,6362.395833333333
45220,206,4355,11.75,1,6362.409027777778
45221,206,11981,218.0,1,6363.502777777778
45222,206,5698,409.1,1,6363.511805555556
45232,206,11981,-218.0,1,6367.404166666666
45233,206,11981,425.95,1,6367.406944444445
56654,207,6231,69.95,1,4045.588888888889
56655,207,6231,194.01,1,4045.598611111111
56659,207,4355,106.06,1,4049.3854166666665
56660,207,21665,4.7,1,4049.4479166666665
56661,207,7687,148.14,1,4050.545833333333
56662,207,7687,101.59,1,4050.6722222222224
56663,207,11026,1.19,1,4050.692361111111
56665,207,17332,48.05,1,4054.529861111111
56666,207,21665,32.78,1,4054.531944444445
56671,207,5235,24.96,1,4057.4256944444446
56805,207,1551,89.73,1,4210.327777777778
56806,207,18309,16.0,1,4210.359027777778
56807,207,1905,42.54,1,4210.365972222222
56808,207,17702,5.65,1,4211.305555555556
56810,207,16215,120.87,1,4211.316666666667
56811,207,18624,78.73,1,4211.382638888889
56812,207,6123,224.98,1,4211.392361111111
56813,207,4355,5.85,1,4211.4319444444445
57618,207,2537,85.18,1,5145.279861111111
57619,207,12239,1.19,1,5145.280555555555
57620,207,1551,15.41,1,5145.295833333334
57623,207,16105,189.72,1,5146.568055555556
57624,207,16215,208.41,1,5146.570833333333
57625,207,1905,96.2,1,5146.261111111111
57626,207,171,489.0,1,5146.29375
57628,207,6123,83.91,1,5146.460416666667
57629,207,21665,118.72,1,5147.554861111111
57630,207,8149,0.87,1,5147.559027777777
57636,207,171,-489.0,1,5153.270833333333
57637,207,171,260.09,1,5153.290972222222
60514,207,19188,72.32,1,7172.51875
62420,207,1905,55.77,1,8194.760416666666
62422,207,17449,1.2,1,8194.486805555556
62424,207,11981,167.56,1,8195.681944444445
62429,207,17449,19.24,1,8196.539583333333
62430,207,15750,73.79,1,8196.720833333333
62442,207,12079,6.54,1,8203.53263888889
62456,207,17638,19.2,1,8210.50486111111
62460,207,15750,151.53,1,8212.439583333333
62471,207,17638,15.75,1,8217.743055555555
62477,207,17638,135.02,1,8219.478472222223
62478,207,397,55.0,1,8220.81875
62480,207,15130,29.81,1,8222.590972222222
62481,207,10404,1.4,1,8224.62361111111
62485,207,16953,2.9,1,8227.605555555556
69718,209,2923,37.58,1,5888.688194444445
69719,209,5649,5.83,1,5888.703472222222
69723,209,9013,17.98,1,5889.4
69724,209,20492,10.74,1,5890.632638888889
69725,209,19600,9.52,1,5890.639583333334
69730,209,12239,87.13,1,5891.715972222222
69732,209,5649,25.06,1,5891.768055555555
72453,209,1905,86.98,1,8076.692361111111
72454,209,16953,8.2,1,8077.511805555556
72456,209,18936,59.34,1,8082.739583333333
72462,209,14223,47.48,1,8087.504166666667
72463,209,17702,14.6,1,8087.520138888889
72464,209,13594,24.37,1,8087.654166666666
72465,209,16055,162.19,1,8090.8180555555555
72468,209,13949,7.74,1,8091.763194444445
72469,209,397,7.57,1,8094.529861111111
72470,209,12387,8.32,1,8096.492361111111
72472,209,21665,6.36,1,8097.793055555556
72474,209,3147,2.52,1,8098.545833333334
72475,209,21665,0.57,1,8098.75625
72480,209,859,29.61,1,8103.472222222223
78214,210,12239,70.82,1,7305.452777777778
78215,210,4999,12.59,1,7306.53125
78216,210,17754,3.43,1,7306.591666666666
78217,210,6291,68.11,1,7306.655555555555
78218,210,20585,0.03,1,7306.663194444444
81522,210,4355,99.72,1,3645.736805555556
81523,210,4355,44.04,1,3645.827083333333
81533,210,14995,449.0,1,3650.797916666667
81534,210,12079,15.72,1,3650.81875
81535,210,12079,67.0,1,3650.823611111111
81537,210,15726,481.0,1,3651.4847222222224
81538,210,3150,0.96,1,3651.4861111111113
81539,210,4355,1.9,1,3652.511111111111
81544,210,14995,223.76,1,3654.627083333333
81545,210,14995,-449.0,1,3654.631944444444
81550,210,15726,-481.0,1,3658.4881944444446
81551,210,15726,166.23,1,3658.490277777778
89116,212,9740,7.6,1,7878.527777777777
89118,212,6712,4.18,1,7879.559027777777
89119,212,11981,160.0,1,7880.611111111111
89130,212,18480,74.8,1,7886.620138888888
89131,212,4643,9.76,1,7886.624305555555
89132,212,18936,0.88,1,7887.827083333334
89135,212,6922,50.14,1,7890.652777777777
89136,212,8329,5.7,1,7890.654861111111
89137,212,1905,36.33,1,7890.725
89138,212,9069,290.57,1,7890.738194444444
95324,212,17120,302.71,1,4521.489583333333
95326,212,1268,147.64,1,4521.647916666667
95330,212,5649,102.32,1,4521.376388888889
95331,212,8534,94.52,1,4521.3875
95393,212,12239,272.34,1,4572.345138888889
95398,212,12079,20.54,1,4574.334027777778
95401,212,16837,313.11,1,4575.327083333334
95415,212,21665,110.74,1,4581.483333333334
95416,212,17279,15.79,1,4581.4875
95417,212,8976,74.86,1,4582.501388888889
95418,212,2923,113.97,1,4582.329861111111
95419,212,6291,25.57,1,4582.41875
95420,212,5341,59.23,1,4583.547222222222
95423,212,2537,168.39,1,4583.357638888889
100881,212,2923,13.36,1,4618.346527777778
100882,212,15130,0.6,1,4618.395833333333
100883,212,4355,302.09,1,4619.497222222222
100885,212,6123,26.35,1,4619.574305555556
100888,212,12239,90.61,1,4619.361805555555
100889,212,10249,67.17,1,4619.388194444445
100890,212,11388,414.0,1,4619.441666666667
100892,212,12239,80.6,1,4621.522916666667
100893,212,18414,52.19,1,4621.551388888889
100894,212,12478,128.17,1,4621.665277777778
100895,212,604,133.85,1,4621.429861111111
100899,212,11388,-414.0,1,4625.3125
100900,212,11388,298.34,1,4625.329166666666
104526,212,8329,7.8,1,8038.714583333333
104529,212,6922,40.01,1,8039.4631944444445
104530,212,8329,29.18,1,8040.502083333334
104531,212,5583,0.74,1,8040.702083333334
