index,User,Card,Use Chip
2697,202,0,0
2708,202,0,0
2713,202,0,0
2726,202,0,0
2728,202,0,0
2735,202,0,0
2751,202,0,0
2767,202,0,0
2773,202,0,0
2775,202,0,0
2783,202,0,0
14155,204,1,0
19000,204,1,0
19001,204,1,0
19004,204,1,0
19027,204,1,0
19028,204,1,0
19034,204,1,0
19065,204,1,0
19073,204,1,0
19078,204,1,0
19085,204,1,0
19106,204,1,0
19115,204,1,0
19116,204,1,0
19121,204,1,0
32164,205,2,1
32165,205,2,1
32167,205,2,0
32168,205,2,1
32169,205,2,1
32170,205,2,1
32171,205,2,0
32584,205,2,1
32585,205,2,1
32586,205,2,1
32593,205,2,0
33658,205,2,0
33659,205,2,0
33660,205,2,0
33661,205,2,0
33665,205,2,0
33666,205,2,0
40775,206,0,2
40789,206,0,2
40791,206,0,2
40793,206,0,2
40800,206,0,2
40808,206,0,2
40809,206,0,2
40810,206,0,2
40812,206,0,2
40813,206,0,2
40814,206,0,2
43755,206,0,2
43756,206,0,1
43757,206,0,2
43758,206,0,2
43760,206,0,2
43762,206,0,1
43776,206,0,1
43777,206,0,1
43784,206,0,1
45215,206,0,1
45216,206,0,1
45217,206,0,1
45218,206,0,1
45219,206,0,1
45220,206,0,1
45221,206,0,1
45222,206,0,1
45232,206,0,1
45233,206,0,1
56654,207,2,2
56655,207,2,2
56659,207,2,2
56660,207,2,2
56661,207,2,2
56662,207,2,2
56663,207,2,2
56665,207,2,2
56666,207,2,2
56671,207,2,2
56805,207,2,1
56806,207,2,2
56807,207,2,1
56808,207,2,1
56810,207,2,1
56811,207,2,1
56812,207,2,1
56813,207,2,1
57618,207,2,1
57619,207,2,1
57620,207,2,1
57623,207,2,1
57624,207,2,1
57625,207,2,1
57626,207,2,1
57628,207,2,1
57629,207,2,1
57630,207,2,1
57636,207,2,1
57637,207,2,1
60514,207,2,0
62420,207,2,0
62422,207,2,0
62424,207,2,0
62429,207,2,0
62430,207,2,0
62442,207,2,0
62456,207,2,0
62460,207,2,0
62471,207,2,0
62477,207,2,0
62478,207,2,0
62480,207,2,0
62481,207,2,0
62485,207,2,0
69718,209,1,1
69719,209,1,1
69723,209,1,1
69724,209,1,1
69725,209,1,1
69730,209,1,1
69732,209,1,1
72453,209,1,0
72454,209,1,0
72456,209,1,0
72462,209,1,0
72463,209,1,0
72464,209,1,0
72465,209,1,0
