index,User,Card,Use Chip
4099,0,0,1
4100,0,0,1
4101,0,0,1
4102,0,0,1
4103,0,0,1
4104,0,0,1
4105,0,0,1
4106,0,0,1
4107,0,0,1
4108,0,0,1
4109,0,0,1
4111,0,0,1
4112,0,0,1
9761,0,2,0
9762,0,2,1
13678,0,3,2
13683,0,3,2
13684,0,3,2
13685,0,3,2
13687,0,3,2
13688,0,3,2
13689,0,3,2
13690,0,3,2
13698,0,3,2
13699,0,3,2
17737,0,3,1
17738,0,3,2
21031,1,1,1
21032,1,1,0
21033,1,1,1
21659,1,1,0
21660,1,1,0
21666,1,1,0
21667,1,1,0
21668,1,1,0
21674,1,1,0
21675,1,1,0
21676,1,1,0
21677,1,1,0
21678,1,1,0
24032,1,2,2
24039,1,2,2
24040,1,2,2
28350,1,4,1
28351,1,4,1
28352,1,4,1
28353,1,4,2
28354,1,4,1
28355,1,4,1
28357,1,4,1
28358,1,4,1
28359,1,4,1
28360,1,4,1
28361,1,4,1
28362,1,4,1
28363,1,4,1
28364,1,4,1
28365,1,4,1
28366,1,4,1
28367,1,4,1
44465,2,1,2
44466,2,1,2
44467,2,1,2
44471,2,1,2
57543,2,1,2
57544,2,1,2
57545,2,1,2
57546,2,1,2
57547,2,1,2
57548,2,1,2
57549,2,1,2
57550,2,1,2
57551,2,1,2
57552,2,1,2
57553,2,1,2
57554,2,1,2
57556,2,1,2
57557,2,1,2
57558,2,1,2
57716,2,1,2
57717,2,1,2
57726,2,1,2
57727,2,1,2
57728,2,1,2
57729,2,1,2
57730,2,1,2
57731,2,1,2
66597,2,4,1
66598,2,4,1
66599,2,4,1
66600,2,4,1
66601,2,4,1
66603,2,4,2
66605,2,4,1
66606,2,4,1
67979,2,4,2
67980,2,4,1
67981,2,4,1
67982,2,4,1
67983,2,4,1
67985,2,4,1
67986,2,4,1
67987,2,4,1
68670,2,4,1
74952,3,1,0
74953,3,1,0
74954,3,1,0
74955,3,1,0
74956,3,1,0
74957,3,1,0
74958,3,1,0
74959,3,1,0
74963,3,1,0
74964,3,1,0
75363,3,2,1
75364,3,2,2
75365,3,2,1
75366,3,2,1
75367,3,2,1
75371,3,2,1
75372,3,2,1
75373,3,2,1
79577,3,3,1
79578,3,3,1
82181,4,0,2
96297,4,0,0
107977,5,0,1
107979,5,0,1
107987,5,0,1
107988,5,0,1
109389,5,0,0
109390,5,0,0
109400,5,0,0
109401,5,0,0
109406,5,0,0
109407,5,0,0
109418,5,0,0
109423,5,0,0
109425,5,0,0
145085,6,1,0
145086,6,1,0
145091,6,1,0
145097,6,1,0
145105,6,1,0
145106,6,1,0
145119,6,1,0
145123,6,1,0
155889,8,1,0
171773,8,4,1
172960,8,4,0
172962,8,4,0
172969,8,4,0
172970,8,4,0
172971,8,4,0
172973,8,4,0
172975,8,4,0
172977,8,4,0
180961,9,0,1
180963,9,0,1
180968,9,0,1
180969,9,0,1
180970,9,0,1
180971,9,0,1
180972,9,0,1
180974,9,0,1
180975,9,0,1
180976,9,0,1
180980,9,0,1
192033,13,0,1
192034,13,0,1
192036,13,0,1
192037,13,0,1
192041,13,0,1
192042,13,0,1
194199,13,0,1
194200,13,0,1
194201,13,0,1
197719,13,1,2
197720,13,1,0
197721,13,1,1
197722,13,1,1
197723,13,1,1
197724,13,1,1
197725,13,1,1
197726,13,1,1
197727,13,1,1
197728,13,1,1
215119,15,2,1
215120,15,2,1
215121,15,2,0
215561,15,2,0
218227,15,4,1
218228,15,4,1
218229,15,4,1
218230,15,4,1
218231,15,4,1
218232,15,4,1
218233,15,4,1
218235,15,4,1
218236,15,4,1
218239,15,4,2
218245,15,4,1
218246,15,4,1
218379,15,4,2
218380,15,4,2
218381,15,4,2
218383,15,4,2
218384,15,4,2
218385,15,4,2
218386,15,4,2
218387,15,4,2
218391,15,4,2
218392,15,4,2
224091,15,5,1
224092,15,5,1
224094,15,5,1
224095,15,5,1
224096,15,5,1
224097,15,5,2
224972,16,0,2
224973,16,0,1
