index,Merchant Name,Merchant City,Merchant State,MCC
10600,18941,4872,146,5311
10602,15191,4872,146,3596
10603,15459,4872,146,5732
10604,856,4872,146,5310
10605,15191,4872,146,3596
10606,15191,4872,146,3596
11239,11692,4872,146,3000
11240,7489,4872,146,4722
11241,856,4872,146,5310
11242,15191,4872,146,3596
11243,5781,4872,146,5912
11244,5794,4872,146,5942
11246,4216,4872,146,4829
11247,4216,4872,146,4829
11253,15191,4872,146,3596
11254,15191,4872,146,3596
13847,5794,4872,146,5942
13848,13474,4872,146,5311
24300,20776,5823,55,5814
24301,8797,5823,55,3684
24302,6480,5823,55,5947
24303,18351,5823,55,5411
24304,9542,5823,55,5651
24308,8797,5823,55,3684
24309,8797,5823,55,3684
24929,4785,2018,18,5921
26458,8053,61,5,5310
26460,20037,61,5,5211
26793,1370,7359,2,5812
26794,856,4872,146,5310
26795,16360,7359,2,7995
28312,4216,4872,146,4829
34951,13666,4872,146,4722
34952,16738,4872,146,5311
34956,15562,4872,146,5732
34957,17132,4872,146,5912
34958,18391,4872,146,5311
34959,17132,4872,146,5912
34960,14036,4872,146,5310
34961,11786,4872,146,5300
34962,7941,4872,146,5970
34964,18040,4872,146,5311
34969,13666,4872,146,4722
34970,13666,4872,146,4722
35421,9744,4872,146,3640
35422,4216,4872,146,4829
35426,9744,4872,146,3640
35427,9744,4872,146,3640
52842,13066,4872,146,5311
52843,15562,4872,146,5732
52844,11786,4872,146,5300
52845,11786,4872,146,5300
52846,4270,4872,146,5211
52847,16390,4872,146,5912
52848,18040,4872,146,5311
52851,12065,4872,146,5094
62904,17140,5823,55,5310
62916,10045,5823,55,5712
62927,17140,5823,55,5310
62931,18351,5823,55,5411
62950,3054,5823,55,5311
62976,17140,5823,55,5310
62979,20938,5823,55,5311
62980,19844,5823,55,5661
62982,3054,5823,55,5311
62989,5412,5823,55,5541
63007,16432,5823,55,4121
63010,20938,5823,55,5311
63013,13749,5823,55,5651
63030,17140,5823,55,5310
63042,18351,5823,55,5411
63043,13474,5823,55,5311
63047,17140,5823,55,5310
63048,20938,5823,55,5311
63060,8430,5823,55,5813
63073,20938,5823,55,5311
63080,1820,5823,55,5311
63082,2742,5823,55,5812
66550,15513,5823,55,3504
66551,6690,5823,55,3389
66553,6690,5823,55,3389
66555,15513,5823,55,3504
66557,20938,5823,55,5311
66558,1820,5823,55,5311
66559,5412,5823,55,5541
66560,809,5823,55,5912
66561,5412,5823,55,5541
66563,17140,5823,55,5310
66565,15513,5823,55,3504
66567,20938,5823,55,5311
66570,15513,5823,55,3504
66571,15513,5823,55,3504
75641,11786,4872,146,5300
75642,20105,4872,146,4814
75644,5511,5267,4,5300
75645,11048,4872,146,3132
76627,9542,4872,146,5651
76628,1195,4872,146,5045
76629,11692,4872,146,3000
76630,3054,4872,146,5311
76631,1463,4872,146,5816
76632,6687,4872,146,4121
76633,13666,4872,146,4722
76634,11786,4872,146,5300
76636,5703,4872,146,5651
76637,5916,4872,146,5311
76638,18941,4872,146,5311
76639,13066,4872,146,5311
76640,5460,4872,146,5815
76644,13666,4872,146,4722
76645,13666,4872,146,4722
82370,809,5823,55,5912
82372,9542,5823,55,5651
82378,8430,5823,55,5813
82379,8811,5823,55,3009
82386,1820,5823,55,5311
82388,7941,5823,55,5970
82389,8106,5823,55,5411
82391,809,5823,55,5912
82396,3806,5823,55,5712
84420,8053,61,5,5310
84421,8053,61,5,5310
107571,20105,4872,146,4814
107572,6261,4872,146,4121
111403,2831,4872,146,5311
111404,145,4872,146,3509
111405,5916,4872,146,5311
111406,4216,4872,146,4829
111407,4216,4872,146,4829
111408,11692,4872,146,3000
111410,145,4872,146,3509
111411,145,4872,146,3509
111412,2440,4872,146,5719
111413,2831,4872,146,5311
111414,18744,4872,146,7996
119312,7177,1733,95,5310
119313,2892,4872,146,7832
119314,15986,1778,95,5193
119489,13474,5823,55,5311
119490,13474,5823,55,5311
119492,1820,5823,55,5311
119494,18351,5823,55,5411
119495,17185,5823,55,4214
119496,18351,5823,55,5411
119497,1820,5823,55,5311
119498,13749,5823,55,5651
119499,11942,5823,55,5541
119708,20375,61,5,5712
119709,11786,7545,95,5300
119710,13899,4691,95,5310
119713,4216,7545,95,4829
119714,2658,1733,95,5813
119715,4216,7545,95,4829
119716,4187,3881,60,7802
119721,8053,61,5,5310
119725,13749,239,95,5651
119727,13066,6958,95,5311
119728,4216,7545,95,4829
119729,2385,7545,95,5310
121414,13066,4872,146,5311
121415,11509,4872,146,7922
121416,16829,4872,146,5912
121417,4899,4691,95,7210
121418,5703,4872,146,5651
121419,2440,4872,146,5712
121420,13474,4872,146,5311
122510,2831,4872,146,5311
122511,21165,6582,95,5921
122512,6069,4872,146,4112
122513,4007,6582,95,5651
122514,18391,4872,146,5311
122515,5916,4872,146,5311
122516,13066,4872,146,5311
122517,18653,4872,146,5733
122518,6687,4872,146,4121
122519,18941,4872,146,5311
122520,5460,4872,146,5815
122521,14629,4872,146,5814
122522,5731,4872,146,5977
122523,5988,6582,95,5310
122524,2831,4872,146,5311
122782,12508,4691,95,5411
122783,19620,4691,95,5912
122784,15433,6958,95,7996
122785,13425,4872,146,5814
123969,856,4872,146,5310
123970,3054,4872,146,5311
123971,4216,4872,146,4829
123972,11509,4872,146,7922
123973,739,1733,95,8099
125376,8315,4872,146,4411
125377,4216,4872,146,4829
125379,5731,4872,146,5977
125380,6336,4872,146,5719
125381,5731,4872,146,5977
125382,5794,4872,146,5942
125383,15562,4872,146,5732
125384,1476,4872,146,5311
125385,1820,4872,146,5311
125386,8811,4872,146,3009
125387,4216,4872,146,4829
125388,5781,4872,146,5912
129249,9176,4872,146,4511
129250,741,1558,124,7832
132833,15191,4872,146,3596
