index,User,Merchant Name,Amount,Is Fraud?,Datetime_As_Float
10600,1201,18941,25.64,1,7112.695138888889
10602,1201,15191,394.0,1,7113.599305555556
10603,1201,15459,65.95,1,7113.745833333333
10604,1201,856,4.06,1,7113.746527777777
10605,1201,15191,174.6,1,7114.528472222222
10606,1201,15191,-394.0,1,7114.533333333334
11239,1201,11692,140.39,1,8371.382638888888
11240,1201,7489,347.65,1,8371.506944444445
11241,1201,856,12.73,1,8371.5625
11242,1201,15191,286.0,1,8371.576388888889
11243,1201,5781,68.17,1,8371.689583333333
11244,1201,5794,0.01,1,8371.697916666666
11246,1201,4216,95.3,1,8373.485416666666
11247,1201,4216,97.42,1,8373.488194444444
11253,1201,15191,114.1,1,8379.3375
11254,1201,15191,-286.0,1,8379.35
13847,1201,5794,71.24,1,7771.325694444445
13848,1201,13474,108.82,1,7771.325694444445
24300,1201,20776,7.57,1,9749.561805555555
24301,1201,8797,219.0,1,9749.585416666669
24302,1201,6480,1.34,1,9749.596527777778
24303,1201,18351,8.91,1,9749.609027777778
24304,1201,9542,49.68,1,9749.624305555555
24308,1201,8797,410.03,1,9754.426388888887
24309,1201,8797,-219.0,1,9754.43125
24929,1201,4785,71.84,1,3353.3145833333333
26458,1201,8053,105.95,1,4981.641666666666
26460,1201,20037,92.74,1,4982.6125
26793,1201,1370,1.82,1,5552.291666666667
26794,1201,856,337.33,1,5552.317361111112
26795,1201,16360,76.09,1,5552.324305555556
28312,1201,4216,80.89,1,8527.45
34951,1202,13666,500.0,1,8499.463194444445
34952,1202,16738,3.73,1,8499.477777777778
34956,1202,15562,211.63,1,8500.466666666667
34957,1202,17132,87.98,1,8500.468055555555
34958,1202,18391,75.14,1,8500.577777777778
34959,1202,17132,13.98,1,8500.716666666667
34960,1202,14036,87.85,1,8501.43263888889
34961,1202,11786,405.95,1,8501.456944444444
34962,1202,7941,0.52,1,8501.635416666666
34964,1202,18040,62.49,1,8501.659722222223
34969,1202,13666,313.13,1,8505.252083333333
34970,1202,13666,-500.0,1,8505.261111111111
35421,1202,9744,436.0,1,8832.479166666666
35422,1202,4216,24.72,1,8832.493055555555
35426,1202,9744,-436.0,1,8835.203472222222
35427,1202,9744,317.76,1,8835.204861111111
52842,1203,13066,55.5,1,8371.40763888889
52843,1203,15562,235.28,1,8371.454861111111
52844,1203,11786,0.93,1,8371.559027777777
52845,1203,11786,56.81,1,8371.589583333332
52846,1203,4270,50.5,1,8371.601388888888
52847,1203,16390,101.84,1,8371.667361111111
52848,1203,18040,7.96,1,8371.670833333334
52851,1203,12065,116.04,1,8373.393055555556
62904,1204,17140,32.61,1,9312.559027777776
62916,1204,10045,50.8,1,9316.540277777778
62927,1204,17140,155.69,1,9319.56875
62931,1204,18351,10.9,1,9321.75625
62950,1204,3054,76.42,1,9326.444444444443
62976,1204,17140,50.62,1,9333.563194444445
62979,1204,20938,10.88,1,9335.536805555555
62980,1204,19844,2.7,1,9335.652083333332
62982,1204,3054,11.41,1,9336.579861111111
62989,1204,5412,10.36,1,9337.568055555555
63007,1204,16432,10.22,1,9342.470833333333
63010,1204,20938,4.49,1,9343.464583333332
63013,1204,13749,16.14,1,9343.579861111111
63030,1204,17140,212.58,1,9347.663888888888
63042,1204,18351,78.85,1,9349.65
63043,1204,13474,0.67,1,9349.659722222224
63047,1204,17140,60.9,1,9350.530555555555
63048,1204,20938,32.09,1,9350.53263888889
63060,1204,8430,46.35,1,9351.824305555556
63073,1204,20938,62.9,1,9354.628472222224
63080,1204,1820,24.66,1,9356.654166666667
63082,1204,2742,8.03,1,9357.541666666666
66550,1206,15513,364.0,1,9841.486805555556
66551,1206,6690,384.0,1,9842.502777777778
66553,1206,6690,105.38,1,9843.284722222224
66555,1206,15513,5.62,1,9845.169444444444
66557,1206,20938,0.3,1,9849.727083333331
66558,1206,1820,4.56,1,9849.805555555557
66559,1206,5412,6.39,1,9854.770833333334
66560,1206,809,61.99,1,9854.785416666668
66561,1206,5412,66.0,1,9854.789583333331
66563,1206,17140,152.61,1,9855.800694444444
66565,1206,15513,336.0,1,9859.741666666669
66567,1206,20938,124.55,1,9862.722916666668
66570,1206,15513,-336.0,1,9865.632638888888
66571,1206,15513,32.2,1,9865.638888888889
75641,1206,11786,96.01,1,5873.305555555556
75642,1206,20105,1.18,1,5873.327777777778
75644,1206,5511,131.92,1,5873.509722222222
75645,1206,11048,111.01,1,5873.513194444445
76627,1206,9542,80.09,1,6387.231944444445
76628,1206,1195,169.91,1,6387.313194444445
76629,1206,11692,78.31,1,6387.376388888889
76630,1206,3054,199.81,1,6387.389583333334
76631,1206,1463,195.27,1,6387.4006944444445
76632,1206,6687,86.89,1,6387.466666666666
76633,1206,13666,227.0,1,6387.481944444445
76634,1206,11786,106.98,1,6387.513194444445
76636,1206,5703,307.76,1,6389.190972222223
76637,1206,5916,82.39,1,6389.344444444445
76638,1206,18941,44.98,1,6389.383333333333
76639,1206,13066,87.52,1,6389.384027777778
76640,1206,5460,1.93,1,6389.55625
76644,1206,13666,-227.0,1,6391.23125
76645,1206,13666,163.84,1,6391.240972222222
82370,1207,809,31.34,1,9866.757638888888
82372,1207,9542,61.45,1,9868.505555555555
82378,1207,8430,11.39,1,9873.772222222222
82379,1207,8811,779.11,1,9876.604861111113
82386,1207,1820,242.51,1,9884.507638888888
82388,1207,7941,1.75,1,9889.482638888889
82389,1207,8106,0.58,1,9890.814583333333
82391,1207,809,33.44,1,9891.744444444445
82396,1207,3806,29.66,1,9897.517361111111
84420,1207,8053,92.9,1,4862.483333333334
84421,1207,8053,5.06,1,4862.496527777777
107571,1210,20105,192.74,1,8245.521527777777
107572,1210,6261,55.69,1,8245.530555555555
111403,1210,2831,50.1,1,8247.399305555555
111404,1210,145,364.0,1,8247.440972222223
111405,1210,5916,187.01,1,8247.445138888888
111406,1210,4216,71.43,1,8247.517361111111
