index,User,Merchant Name,Amount,Is Fraud?,Datetime_As_Float
822,1384,5623,61.9,1,8081.391666666666
823,1384,19589,128.36,1,8081.459722222222
825,1384,19589,105.74,1,8081.520138888889
826,1384,17553,3.62,1,8081.580555555555
830,1384,17976,119.56,1,8082.454166666666
831,1384,4839,343.04,1,8082.620138888888
832,1384,14465,77.11,1,8082.718055555555
17538,1387,4371,53.98,1,6760.472916666667
17539,1387,12427,100.47,1,6760.571527777778
17540,1387,5623,38.79,1,6760.575
27673,1389,5572,2.82,1,5629.3125
27675,1389,2923,62.77,1,5630.5569444444445
46185,1389,16961,17.48,1,9155.44375
46186,1389,19030,25.84,1,9155.447916666666
46193,1389,1941,97.62,1,9156.7125
46198,1389,852,147.03,1,9157.596527777778
46214,1389,10412,161.91,1,9160.670833333334
46215,1389,17486,24.69,1,9160.709027777775
46224,1389,21685,48.13,1,9162.553472222222
62352,1392,6129,143.31,1,7352.302083333333
62354,1392,10799,37.46,1,7353.38125
62355,1392,18202,3.15,1,7353.520138888889
62356,1392,12206,0.9,1,7353.59375
62357,1392,16109,74.41,1,7353.602777777778
62358,1392,10799,74.32,1,7353.609722222222
62359,1392,3800,124.98,1,7353.611111111111
62360,1392,15790,84.42,1,7353.274305555556
62361,1392,9050,131.0,1,7353.325
62362,1392,6271,124.24,1,7354.41875
62364,1392,9050,196.0,1,7354.593055555555
62366,1392,9050,112.57,1,7357.461805555556
62367,1392,9050,-196.0,1,7357.477777777778
62370,1392,20407,6.81,1,7358.541666666667
62371,1392,8164,5.56,1,7358.299305555555
62372,1392,4947,368.02,1,7358.303472222222
62376,1392,11874,175.32,1,7359.394444444444
62377,1392,12206,36.46,1,7359.452083333334
62379,1392,9050,9.79,1,7361.210416666667
62380,1392,9050,-131.0,1,7361.228472222222
63104,1392,12206,255.55,1,8251.524305555555
63105,1392,5248,452.29,1,8251.52986111111
76943,1392,2923,146.33,1,5354.315972222223
76945,1392,731,52.3,1,5355.525
76946,1392,2923,204.17,1,5355.586805555556
76947,1392,4272,35.24,1,5355.638888888889
79034,1392,17133,114.99,1,8225.427083333334
79035,1392,9050,216.0,1,8225.516666666666
79037,1392,9050,-216.0,1,8227.383333333333
79038,1392,9050,205.14,1,8227.39375
80837,1393,4371,118.84,1,7309.520138888889
80838,1393,1190,443.0,1,7309.564583333334
80839,1393,903,102.27,1,7309.577777777778
80840,1393,19589,123.55,1,7309.28125
80841,1393,5279,40.73,1,7309.315972222223
80844,1393,21685,73.85,1,7311.502083333334
80846,1393,9184,89.42,1,7311.529861111111
80848,1393,1941,103.64,1,7311.304861111111
80849,1393,6271,95.41,1,7311.30625
80850,1393,1362,176.45,1,7312.416666666667
80862,1393,1190,357.55,1,7315.566666666667
80863,1393,1190,-443.0,1,7315.572916666667
85415,1393,11947,385.0,1,9017.666666666666
85430,1393,21685,1.59,1,9022.59236111111
85432,1393,3114,191.0,1,9022.691666666668
85436,1393,16961,18.92,1,9023.568055555555
85437,1393,11947,215.43,1,9023.574305555556
85438,1393,21685,671.67,1,9023.649305555557
85439,1393,16052,286.12,1,9023.666666666666
85440,1393,16052,336.0,1,9023.672916666666
85442,1393,3114,208.6,1,9024.500694444445
85454,1393,13534,158.25,1,9027.686805555555
88142,1394,12473,228.79,1,6219.221527777778
88143,1394,8523,59.41,1,6219.222222222223
88145,1394,17304,147.3,1,6220.473611111112
88146,1394,12206,181.36,1,6220.478472222222
88147,1394,14059,0.49,1,6220.5263888888885
88148,1394,11,176.0,1,6220.543055555556
88149,1394,18142,187.88,1,6220.559027777777
88150,1394,11,540.43,1,6220.297916666666
88151,1394,11,-176.0,1,6220.30625
88152,1394,12206,10.9,1,6221.388194444445
88154,1394,14465,138.77,1,6223.418055555556
88155,1394,17660,13.15,1,6223.425694444444
90234,1394,13885,65.98,1,8321.488888888889
90235,1394,4371,4.26,1,8321.494444444445
90236,1394,2923,45.64,1,8321.511111111111
90237,1394,4416,28.65,1,8321.653472222222
90749,1394,3158,338.01,1,8868.609722222222
90750,1394,9050,52.43,1,8868.734722222222
90751,1394,9050,220.0,1,8868.740277777777
90752,1394,1941,79.07,1,8872.678472222222
90753,1394,12054,7.82,1,8872.773611111112
90754,1394,12054,64.0,1,8872.778472222222
90757,1394,13885,27.25,1,8874.738888888889
92857,1394,3653,83.12,1,5213.291666666667
92858,1394,12108,381.83,1,5213.3
92859,1394,4371,171.32,1,5214.345833333334
92860,1394,5980,21.98,1,5214.472222222223
92861,1394,6129,69.58,1,5214.530555555555
92863,1394,13845,121.59,1,5214.633333333333
92864,1394,810,306.0,1,5214.64375
92866,1394,532,22.96,1,5214.3076388888885
92867,1394,1529,25.4,1,5214.310416666666
92873,1394,810,-306.0,1,5221.340972222222
92874,1394,810,87.05,1,5222.353472222222
92965,1394,7655,33.84,1,5314.3125
92966,1394,20819,979.91,1,5314.325694444445
92967,1394,1941,18.47,1,5315.3625
93194,1394,7775,11.56,1,5530.405555555555
93195,1394,4878,667.38,1,5530.406944444445
93197,1394,6134,242.4,1,5531.659722222223
93200,1394,21976,196.47,1,5534.599305555556
93203,1394,7655,163.68,1,5536.359027777778
93204,1394,1941,2.03,1,5536.3694444444445
93205,1394,1694,313.88,1,5536.532638888889
93206,1394,8436,124.26,1,5536.5576388888885
93209,1394,17304,99.93,1,5538.555555555556
93211,1394,8322,74.64,1,5540.5569444444445
96051,1394,19149,82.72,1,8393.5125
96052,1394,6134,192.93,1,8393.634027777778
96053,1394,7655,632.73,1,8393.645833333334
97497,1395,8730,4133.28,1,6317.155555555555
97498,1395,2537,56.19,1,6317.258333333333
97499,1395,1941,193.49,1,6318.35
97500,1395,21973,222.32,1,6318.414583333333
97501,1395,17293,45.07,1,6318.415972222222
97502,1395,14465,127.52,1,6318.439583333334
97503,1395,1362,54.36,1,6318.441666666667
97504,1395,6513,145.4,1,6318.458333333333
97505,1395,8523,95.36,1,6318.4638888888885
97506,1395,17511,196.6,1,6318.54375
97508,1395,1564,47.3,1,6318.2756944444445
97510,1395,16052,186.0,1,6319.384027777778
97517,1395,16052,147.17,1,6325.211111111111
97518,1395,16052,-186.0,1,6325.224305555556
108361,1395,17133,84.73,1,8335.48125
108362,1395,20809,89.34,1,8335.59236111111
108363,1395,17133,3.71,1,8335.74513888889
117979,1396,4406,67.83,1,5222.351388888889
117980,1396,17304,173.42,1,5222.38125
117982,1396,18202,56.1,1,5222.502083333334
117983,1396,3571,56.34,1,5222.511805555556
130638,1397,12206,78.44,1,6302.259027777778
130639,1397,6084,9.37,1,6302.342361111111
130641,1397,18142,115.33,1,6303.488888888889
130642,1397,818,190.84,1,6303.4944444444445
130643,1397,11,215.0,1,6303.504166666667
130644,1397,20622,11.27,1,6303.577777777778
130647,1397,17304,159.77,1,6303.199305555556
130648,1397,5980,108.68,1,6303.238888888889
130652,1397,11,-215.0,1,6305.324305555556
130653,1397,11,159.22,1,6305.329861111111
133618,1397,12473,68.05,1,8347.46388888889
133619,1397,1529,56.37,1,8347.520138888889
133621,1397,20407,48.37,1,8347.691666666668
