index,User,Merchant Name,Amount,Is Fraud?,Datetime_As_Float
443,1585,4067,87.95,1,8769.37638888889
444,1585,11618,766.56,1,8769.464583333332
445,1585,7110,72.19,1,8770.59375
446,1585,6170,130.6,1,8770.68611111111
447,1585,11906,207.15,1,8770.694444444445
448,1585,5699,6.77,1,8771.569444444445
449,1585,4067,151.6,1,8771.707638888889
604,1585,11861,99.59,1,9035.443055555555
605,1585,16943,8.08,1,9035.449305555556
606,1585,13841,4.19,1,9035.520833333334
2834,1585,16605,16.32,1,6424.361111111111
2835,1585,7482,1.13,1,6424.366666666667
2837,1585,5771,41.95,1,6425.3076388888885
2838,1585,4067,205.16,1,6425.35625
2839,1585,10224,162.11,1,6425.35625
2840,1585,6,336.0,1,6425.390972222222
2841,1585,19495,226.84,1,6425.393055555555
2842,1585,14407,2.07,1,6425.429861111111
2846,1585,6,-336.0,1,6429.086805555556
2847,1585,6,0.14,1,6429.086805555556
7351,1585,10260,63.7,1,8158.2756944444445
7352,1585,10129,204.72,1,8158.279166666666
7353,1585,2773,61.04,1,8158.293055555556
7354,1585,1771,24.92,1,8158.336805555556
7355,1585,5837,171.34,1,8158.340972222222
7356,1585,4110,59.9,1,8158.441666666667
7358,1585,15386,26.84,1,8159.3805555555555
7359,1585,2773,188.19,1,8159.382638888889
7360,1585,4067,88.08,1,8159.485416666666
7783,1585,5653,2.38,1,8940.465277777777
7784,1585,6170,45.76,1,8940.471527777778
7785,1585,18623,125.1,1,8941.531944444445
10954,1585,4067,72.74,1,9021.461111111112
15632,1586,2992,121.28,1,7922.784027777778
15635,1586,2773,81.92,1,7924.398611111111
17236,1586,11906,60.03,1,8912.522222222222
17237,1586,4067,55.57,1,8912.524305555555
17242,1586,16528,235.44,1,8913.636805555556
17243,1586,11618,147.64,1,8913.688194444445
17244,1586,18153,10.63,1,8913.702083333334
23450,1587,1383,264.66,1,9044.445833333331
23451,1587,18449,56.19,1,9044.489583333334
23452,1587,17376,16.81,1,9045.546527777778
23504,1587,16985,148.38,1,9123.513888888889
31639,1588,5771,99.51,1,5902.393055555555
31640,1588,4067,244.58,1,5902.461111111111
31641,1588,4067,55.78,1,5902.511805555556
31642,1588,17164,0.66,1,5903.626388888889
31643,1588,14575,986.5,1,5903.6819444444445
31644,1588,4067,104.56,1,5903.31875
36047,1588,7818,62.45,1,5386.615972222222
36050,1588,12490,90.8,1,5387.407638888889
36054,1588,2459,433.19,1,5391.430555555556
36055,1588,2459,447.0,1,5391.433333333333
36834,1588,8987,46.62,1,6088.51875
36835,1588,15943,14.39,1,6088.51875
36836,1588,16605,62.6,1,6089.688888888889
36837,1588,16978,76.26,1,6089.698611111111
36838,1588,19173,377.0,1,6089.88125
36839,1588,8987,248.67,1,6090.659722222223
36840,1588,18735,25.54,1,6090.720833333334
36841,1588,19173,-377.0,1,6092.606944444445
36842,1588,19173,94.07,1,6092.618055555556
36885,1588,15359,39.96,1,6185.426388888889
36886,1588,17790,50.6,1,6185.43125
36887,1588,8987,116.34,1,6186.575
36888,1588,11618,0.17,1,6186.613888888889
36889,1588,13246,303.41,1,6186.422916666666
36890,1588,11618,75.07,1,6186.490972222222
37609,1588,14990,197.0,1,3693.422916666667
37612,1588,2449,101.77,1,3694.5743055555554
37613,1588,14990,-197.0,1,3695.277083333333
37614,1588,14990,428.97,1,3695.282638888889
39902,1588,7818,114.87,1,5358.652777777777
39904,1588,7818,10.74,1,5358.334722222222
39905,1588,21000,1.78,1,5359.7
40383,1588,11906,107.26,1,5962.530555555555
40384,1588,17886,24.76,1,5962.568055555556
40385,1588,469,295.14,1,5962.586805555556
40386,1588,8603,424.0,1,5962.586805555556
40387,1588,4067,210.59,1,5962.341666666666
40388,1588,8603,246.37,1,5964.476388888889
40389,1588,8603,-424.0,1,5964.477777777778
43518,1588,19512,60.97,1,9259.460416666669
45010,1588,16707,103.1,1,10196.736111111111
52147,1589,1282,39.96,1,8922.502083333333
52148,1589,19848,329.49,1,8923.595833333333
52149,1589,4067,240.82,1,8923.705555555556
55009,1589,1353,129.92,1,6253.330555555555
55011,1589,2518,0.4,1,6255.636805555556
55012,1589,1428,65.68,1,6255.383333333333
55013,1589,7236,15.08,1,6255.3875
55015,1589,9577,4.43,1,6256.659027777778
64323,1589,20660,8.36,1,7532.457638888889
64324,1589,5296,54.93,1,7533.71875
64325,1589,17708,105.58,1,7533.419444444445
64326,1589,6170,366.56,1,7533.43125
64327,1589,13246,29.56,1,7533.440277777778
64329,1589,20319,65.83,1,7534.622916666666
64330,1589,12872,97.96,1,7534.786111111111
64331,1589,4067,232.47,1,7534.821527777778
64333,1589,5923,76.2,1,7534.4944444444445
64336,1589,4067,171.61,1,7535.629166666667
64337,1589,4067,62.17,1,7535.644444444444
65951,1589,17450,164.69,1,9099.553472222222
65952,1589,6100,11.77,1,9099.622222222222
65953,1589,1282,1.3,1,9099.63125
65954,1589,14419,7.07,1,9099.725
67842,1590,15703,21.58,1,9880.585416666669
67843,1590,20685,80.49,1,9880.670833333334
67844,1590,16876,1.99,1,9881.765277777778
67845,1590,16876,28.63,1,9881.77638888889
67846,1590,5241,4.49,1,9881.781944444445
67847,1590,2956,420.0,1,9884.71736111111
67848,1590,20685,34.05,1,9886.545138888889
67849,1590,20685,5.14,1,9886.795833333334
67850,1590,16876,120.31,1,9888.693055555555
67851,1590,8603,212.0,1,9888.711111111112
67856,1590,8603,1.72,1,9893.711805555557
72389,1590,13795,62.25,1,4626.065972222223
72392,1590,16166,47.76,1,4627.234722222222
72394,1590,10452,23.23,1,4627.315277777778
72398,1590,8987,20.12,1,4628.079166666666
72401,1590,11299,50.46,1,4629.646527777778
72403,1590,17790,83.55,1,4630.0888888888885
72404,1590,7281,233.0,1,4630.102083333333
72413,1590,10847,322.0,1,4634.329166666666
72416,1590,1320,10.21,1,4635.243055555556
72417,1590,9098,7.33,1,4635.313888888889
72418,1590,2112,56.34,1,4636.660416666667
72420,1590,7281,349.15,1,4637.051388888889
72421,1590,7281,-233.0,1,4637.053472222222
72423,1590,15359,342.19,1,4637.3875
72424,1590,11299,0.78,1,4637.459722222222
72425,1590,10847,-322.0,1,4638.1875
72426,1590,10847,593.03,1,4638.198611111111
72435,1590,1189,3.66,1,4641.564583333334
83056,1590,2459,145.98,1,5360.559027777777
83427,1590,2820,39.16,1,6339.340972222222
83428,1590,4067,97.3,1,6339.344444444445
83429,1590,8987,161.24,1,6339.4
83430,1590,15085,62.65,1,6339.4013888888885
88014,1591,15359,261.91,1,9101.58125
88015,1591,11618,491.8,1,9101.627777777778
88016,1591,10847,199.0,1,9101.736805555556
88017,1591,2386,100.39,1,9101.740277777775
88028,1591,10847,284.15,1,9104.675
88029,1591,10847,-199.0,1,9104.683333333332
96410,1592,5726,78.6,1,5774.683333333333
96414,1592,20685,133.43,1,5776.480555555556
96419,1592,11211,47.93,1,5777.503472222223
96420,1592,10847,274.0,1,5778.561111111111
96422,1592,4067,98.31,1,5778.68125
96427,1592,19848,66.92,1,5780.699305555556
96430,1592,19173,165.43,1,5784.613888888889
96438,1592,15265,41.59,1,5787.591666666666
96471,1592,19013,137.74,1,5798.374305555555
98893,1593,11618,282.79,1,7002.385416666667
98894,1593,17450,33.87,1,7002.443055555556
98895,1593,15310,406.0,1,7003.563194444445
98896,1593,2773,41.38,1,7003.570833333333
98897,1593,5550,81.28,1,7003.595833333334
98899,1593,2386,741.1,1,7004.532638888889
98900,1593,17625,16.31,1,7004.567361111112
98901,1593,15964,18.73,1,7004.600694444444
98902,1593,4976,23.93,1,7004.644444444444
98905,1593,15964,97.27,1,7005.489583333333
98906,1593,743,55.12,1,7006.317361111112
98907,1593,11618,53.03,1,7006.331944444444
98910,1593,15310,354.31,1,7009.399305555556
98911,1593,15310,-406.0,1,7009.4125
103942,1593,4067,234.28,1,6120.354166666667
103943,1593,4110,66.14,1,6120.355555555556
113405,1593,8626,60.08,1,3559.3194444444443
113406,1593,14713,56.41,1,3559.3569444444443
113408,1593,2120,160.98,1,3559.367361111111
120395,1593,11618,54.62,1,6253.359722222222
120396,1593,20285,148.15,1,6253.465972222222
120397,1593,15006,3.58,1,6254.616666666667
120398,1593,490,157.94,1,6254.624305555555
120399,1593,2462,31.1,1,6254.665277777778
120878,1593,8246,70.34,1,6571.990972222222
120883,1593,5550,7.28,1,6572.9006944444445
120884,1593,2773,94.9,1,6572.911111111112
120887,1593,11618,67.37,1,6573.965277777777
120891,1593,6170,16.02,1,6576.865277777778
120892,1593,18735,232.36,1,6576.865277777778
120893,1593,6105,287.31,1,6576.986805555555
120897,1593,6105,9.8,1,6578.995833333333
120898,1593,2654,51.78,1,6578.995833333333
124334,1593,3203,185.3,1,9073.528472222222
135995,1594,4067,3.4,1,7530.395833333333
135996,1594,11906,87.3,1,7530.415277777778
136006,1594,11906,149.86,1,7533.606944444445
136007,1594,469,72.62,1,7533.620833333333
136008,1594,4826,1.8,1,7533.625694444445
136012,1594,1966,46.63,1,7533.640277777778
136013,1594,5828,2.61,1,7533.683333333333
142539,1594,4067,99.36,1,8805.459722222222
142540,1594,1320,2930.44,1,8805.470833333333
142542,1594,4067,58.27,1,8805.492361111112
142547,1594,12872,45.58,1,8806.527083333332
142548,1594,4067,133.16,1,8806.538194444445
142551,1594,1428,102.18,1,8806.638888888889
142552,1594,15359,22.96,1,8806.639583333334
142553,1594,5587,120.58,1,8806.386805555556
142554,1594,15359,78.88,1,8806.391666666666
142555,1594,12872,55.65,1,8806.470833333333
142556,1594,2529,40.27,1,8806.471527777778
145118,1594,19512,2.57,1,9295.578472222222
145119,1594,2773,287.9,1,9295.654166666667
164790,1596,2332,107.34,1,6204.357638888889
164791,1596,3629,117.44,1,6204.3625
164792,1596,16540,108.55,1,6205.638888888889
164794,1596,16540,98.42,1,6205.64375
164799,1596,15367,143.95,1,6205.404166666666
164800,1596,5923,90.15,1,6206.583333333333
193300,1597,469,88.91,1,6267.355555555556
193301,1597,3342,227.92,1,6267.36875
193302,1597,3008,118.5,1,6267.396527777778
193303,1597,4067,43.95,1,6267.410416666667
193304,1597,18510,113.6,1,6267.419444444445
193306,1597,1428,103.96,1,6268.572222222222
195635,1597,1428,24.83,1,6998.179166666667
195636,1597,17450,84.4,1,6998.251388888889
195637,1597,2529,139.32,1,6998.251388888889
195638,1597,469,192.27,1,6998.296527777778
195639,1597,2529,78.24,1,6998.3076388888885
195640,1597,2773,66.06,1,6998.448611111111
195644,1597,19667,152.89,1,6999.145138888889
195645,1597,16166,322.18,1,6999.2
195646,1597,11618,61.76,1,6999.205555555555
195648,1597,2529,47.24,1,6999.4013888888885
195652,1597,11618,282.03,1,7000.365972222222
201974,1597,9857,586.59,1,10244.647222222222
201975,1597,7871,28.72,1,10244.738888888887
201977,1597,2956,181.62,1,10245.739583333334
201982,1597,2992,50.52,1,10249.615277777775
201983,1597,7871,19.16,1,10249.643055555556
201990,1597,9904,47.0,1,10252.552083333334
201992,1597,18105,10.28,1,10252.47013888889
201999,1597,7871,14.18,1,10259.636111111113
202526,1598,20546,19.84,1,7513.455555555555
202527,1598,15263,3.74,1,7514.561111111111
202528,1598,8294,6.6,1,7514.675694444444
202529,1598,2773,52.21,1,7514.682638888888
204134,1598,16262,99.02,1,9207.433333333332
209357,1598,2386,274.66,1,8725.404166666667
209358,1598,18906,114.56,1,8726.700694444444
209359,1598,8551,209.02,1,8726.707638888889
209360,1598,4951,104.21,1,8726.722222222223
209362,1598,5550,232.37,1,8727.415277777778
210382,1598,15359,154.45,1,6267.342361111111
210383,1598,19495,2.63,1,6267.343055555555
210384,1598,2386,27.09,1,6267.411111111112
210531,1598,17376,35.36,1,6860.527083333333
210532,1598,10847,343.0,1,6860.572916666667
210533,1598,6170,164.7,1,6860.595138888889
210535,1598,8314,2890.23,1,6860.261111111111
210536,1598,5771,66.24,1,6860.376388888889
210537,1598,11906,0.47,1,6860.381944444444
210538,1598,13246,36.53,1,6860.424305555555
210539,1598,1320,1692.56,1,6860.522916666667
210540,1598,10847,325.98,1,6861.552083333333
210541,1598,10847,-343.0,1,6861.55625
210542,1598,1282,1.18,1,6861.582638888889
210543,1598,13795,105.9,1,6861.635416666667
210544,1598,8314,238.88,1,6862.286805555556
210853,1598,16876,0.28,1,9654.800694444444
210854,1598,15014,176.12,1,9655.590277777776
210855,1598,1771,89.39,1,9655.753472222224
210856,1598,8612,145.07,1,9656.700694444444
226393,1600,1836,89.88,1,8945.43125
226394,1600,6100,63.97,1,8946.565277777778
226395,1600,6170,72.01,1,8946.572222222223
226396,1600,19667,33.14,1,8946.713194444445
226441,1600,7124,135.28,1,9042.445833333331
226442,1600,2773,302.77,1,9042.450694444444
226782,1600,13246,35.97,1,9775.513194444444
226783,1600,9239,0.46,1,9776.754166666668
226784,1600,1771,97.32,1,9776.822222222225
226785,1600,9991,85.13,1,9778.461111111112
226786,1600,9379,86.81,1,9778.477777777778
226787,1600,13032,49.79,1,9779.530555555555
226788,1600,7871,0.72,1,9779.689583333333
226789,1600,786,10.91,1,9780.488888888887
226790,1600,2992,0.91,1,9781.5875
226791,1600,15014,253.76,1,9781.600694444443
235673,1601,5771,82.08,1,8818.443055555555
235674,1601,16528,3.14,1,8818.453472222222
235675,1601,4067,123.63,1,8818.464583333332
236821,1601,1098,116.0,1,6849.527083333333
236822,1601,2773,51.64,1,6849.535416666667
236824,1601,15964,17.36,1,6849.415277777778
236831,1601,1098,-116.0,1,6852.357638888889
236832,1601,1098,396.47,1,6852.373611111111
241546,1601,20219,250.9,1,9070.443055555555
241547,1601,1771,92.56,1,9070.475
242162,1601,16876,182.49,1,9780.499305555555
242163,1601,8225,1.35,1,9782.735416666666
242170,1601,335,3.28,1,9788.661805555555
242171,1601,1771,175.82,1,9788.464583333332
242172,1601,5897,54.1,1,9788.497222222222
242173,1601,16707,18.46,1,9789.690972222224
