index,Merchant Name,Merchant City,Merchant State,MCC
443,4067,4941,137,4829
444,11618,4941,137,5300
445,7110,5820,89,7832
446,6170,4941,137,5719
447,11906,4941,137,5094
448,5699,5940,89,5300
449,4067,4941,137,4829
604,11861,4941,137,5651
605,16943,4941,137,4214
606,13841,4941,137,7801
2834,16605,4941,137,5912
2835,7482,7351,89,5300
2837,5771,4941,137,5311
2838,4067,4941,137,4829
2839,10224,3072,89,5094
2840,6,4941,137,3780
2841,19495,4941,137,5310
2842,14407,4941,137,5814
2846,6,4941,137,3780
2847,6,4941,137,3780
7351,10260,6614,94,5300
7352,10129,6614,94,7922
7353,2773,4941,137,5311
7354,1771,4941,137,5311
7355,5837,6614,94,5310
7356,4110,4941,137,5211
7358,15386,6614,94,8099
7359,2773,4941,137,5311
7360,4067,4941,137,4829
7783,5653,4941,137,5942
7784,6170,4941,137,5719
7785,18623,6484,89,5651
10954,4067,4941,137,4829
15632,2992,2935,119,5311
15635,2773,2341,119,5311
17236,11906,4941,137,5094
17237,4067,4941,137,4829
17242,16528,4941,137,5311
17243,11618,4941,137,5300
17244,18153,4941,137,5311
23450,1383,1616,50,5300
23451,18449,4941,137,5193
23452,17376,4941,137,5815
23504,16985,4941,137,5045
31639,5771,4941,137,5311
31640,4067,4941,137,4829
31641,4067,4941,137,4829
31642,17164,3654,119,5813
31643,14575,4941,137,4814
31644,4067,4941,137,4829
36047,7818,74,5,5310
36050,12490,74,5,5193
36054,2459,74,5,7011
36055,2459,74,5,7011
36834,8987,4941,137,4511
36835,15943,331,119,5411
36836,16605,4941,137,5912
36837,16978,3654,119,5300
36838,19173,4941,137,3395
36839,8987,4941,137,4511
36840,18735,4941,137,5311
36841,19173,4941,137,3395
36842,19173,4941,137,3395
36885,15359,4941,137,5732
36886,17790,4941,137,5311
36887,8987,4941,137,4511
36888,11618,4941,137,5300
36889,13246,4941,137,5311
36890,11618,4941,137,5300
37609,14990,4959,15,3596
37612,2449,514,15,7996
37613,14990,4959,15,3596
37614,14990,4959,15,3596
39902,7818,74,5,5310
39904,7818,74,5,5310
39905,21000,74,5,5812
40383,11906,4941,137,5094
40384,17886,5925,119,5813
40385,469,4941,137,5816
40386,8603,4941,137,3684
40387,4067,4941,137,4829
40388,8603,4941,137,3684
40389,8603,4941,137,3684
43518,19512,4941,137,7996
45010,16707,5869,57,5094
52147,1282,4941,137,5815
52148,19848,4941,137,4814
52149,4067,4941,137,4829
55009,1353,4941,137,7801
55011,2518,855,15,5812
55012,1428,4941,137,5311
55013,7236,4941,137,5310
55015,9577,855,15,5411
64323,20660,855,15,7542
64324,5296,4941,137,5815
64325,17708,4941,137,4814
64326,6170,4941,137,5719
64327,13246,4941,137,5311
64329,20319,2174,15,5651
64330,12872,4941,137,5311
64331,4067,6925,15,4829
64333,5923,4941,137,4112
64336,4067,4941,137,4829
64337,4067,4941,137,4829
65951,17450,4941,137,3066
65952,6100,4941,137,4121
65953,1282,4941,137,5815
65954,14419,5683,15,5300
67842,15703,5869,57,7230
67843,20685,5869,57,5311
67844,16876,5869,57,5310
67845,16876,5869,57,5310
67846,5241,5869,57,5541
67847,2956,5869,57,7011
67848,20685,5869,57,5311
67849,20685,5869,57,5311
67850,16876,5869,57,5310
67851,8603,5869,57,3684
67856,8603,5869,57,3684
72389,13795,4941,137,5310
72392,16166,4941,137,5912
72394,10452,4941,137,4131
72398,8987,4941,137,4511
72401,11299,3246,124,5310
72403,17790,4941,137,5311
72404,7281,4941,137,4722
72413,10847,4941,137,3730
72416,1320,4941,137,4411
72417,9098,4941,137,3001
72418,2112,3246,124,5912
72420,7281,4941,137,4722
72421,7281,4941,137,4722
72423,15359,3246,124,5732
72424,11299,3246,124,5310
72425,10847,4941,137,3730
72426,10847,4941,137,3730
72435,1189,3246,124,5211
83056,2459,74,5,7011
83427,2820,4941,137,7832
83428,4067,4941,137,4829
83429,8987,4941,137,4511
83430,15085,4941,137,7996
88014,15359,4941,137,5732
88015,11618,4941,137,5300
88016,10847,4941,137,3730
88017,2386,4941,137,5719
88028,10847,4941,137,3730
88029,10847,4941,137,3730
96410,5726,6783,51,3008
96414,20685,1029,94,5311
96419,11211,279,94,5621
96420,10847,7151,44,3730
96422,4067,813,94,4829
96427,19848,4347,94,4814
96430,19173,606,94,3395
96438,15265,279,94,4121
96471,19013,279,94,5912
98893,11618,4941,137,5300
98894,17450,4941,137,3066
98895,15310,4941,137,3504
98896,2773,4941,137,5311
98897,5550,4941,137,5651
98899,2386,4941,137,5712
98900,17625,4941,137,5732
98901,15964,5514,45,5411
98902,4976,4941,137,5193
98905,15964,5514,45,5411
98906,743,5514,45,5912
98907,11618,4941,137,5300
98910,15310,4941,137,3504
98911,15310,4941,137,3504
103942,4067,4941,137,4829
103943,4110,4941,137,5211
113405,8626,11,92,5310
113406,14713,11,92,5411
113408,2120,11,92,5912
120395,11618,4941,137,5300
120396,20285,4941,137,7801
120397,15006,4084,105,8041
120398,490,4893,105,5310
120399,2462,1155,105,7832
120878,8246,2419,125,5621
120883,5550,4941,137,5651
120884,2773,4941,137,5311
120887,11618,4941,137,5300
120891,6170,4941,137,5719
120892,18735,4941,137,5311
120893,6105,2419,125,5310
120897,6105,2419,125,5310
120898,2654,2419,125,5651
124334,3203,2828,105,5812
135995,4067,4941,137,4829
135996,11906,4941,137,5094
136006,11906,4941,137,5094
136007,469,211,2,5816
136008,4826,5218,2,5812
136012,1966,4963,2,5411
136013,5828,2157,2,7832
142539,4067,4941,137,4829
142540,1320,4941,137,4411
142542,4067,4941,137,4829
142547,12872,4941,137,5311
142548,4067,4941,137,4829
142551,1428,4941,137,5311
142552,15359,4941,137,5732
142553,5587,4941,137,5977
142554,15359,4941,137,5732
142555,12872,4941,137,5311
142556,2529,4941,137,5251
145118,19512,4941,137,7996
145119,2773,4941,137,5311
164790,2332,4941,137,5310
164791,3629,1481,82,5411
164792,16540,4941,137,5310
164794,16540,4941,137,5310
164799,15367,1526,82,5651
164800,5923,4941,137,4112
193300,469,4941,137,5816
193301,3342,4941,137,4814
193302,3008,6196,131,5211
193303,4067,4941,137,4829
193304,18510,4941,137,7996
193306,1428,4941,137,5311
195635,1428,4941,137,5311
195636,17450,4941,137,3066
195637,2529,4941,137,5251
195638,469,4941,137,5816
195639,2529,4941,137,5251
195640,2773,4941,137,5311
195644,19667,4941,137,5311
195645,16166,4941,137,5912
195646,11618,4941,137,5300
195648,2529,4941,137,5251
195652,11618,4941,137,5300
201974,9857,5869,57,5712
201975,7871,5869,57,5411
201977,2956,5869,57,7011
201982,2992,5869,57,5311
201983,7871,5869,57,5411
201990,9904,5869,57,5211
201992,18105,5869,57,5411
201999,7871,5869,57,5411
202526,20546,3656,97,5411
202527,15263,4941,137,5732
202528,8294,3414,97,5661
202529,2773,4941,137,5311
204134,16262,306,97,5932
209357,2386,4941,137,5719
209358,18906,1759,97,7996
209359,8551,4941,137,5651
209360,4951,4941,137,7801
209362,5550,4941,137,5651
210382,15359,4941,137,5732
210383,19495,4941,137,5310
210384,2386,4941,137,5712
210531,17376,4941,137,5815
210532,10847,4941,137,3730
210533,6170,4941,137,5719
210535,8314,4941,137,4411
210536,5771,4941,137,5311
210537,11906,4941,137,5094
210538,13246,4941,137,5311
210539,1320,4941,137,4411
210540,10847,4941,137,3730
210541,10847,4941,137,3730
210542,1282,4941,137,5815
210543,13795,4941,137,5310
210544,8314,4941,137,4411
210853,16876,5869,57,5310
210854,15014,5869,57,5045
210855,1771,5869,57,5311
210856,8612,5869,57,3009
226393,1836,5909,119,7922
226394,6100,4941,137,4121
