index,User,Card,Use Chip
443,1585,3,1
444,1585,3,1
445,1585,3,0
446,1585,3,1
447,1585,3,1
448,1585,3,0
449,1585,3,1
604,1585,3,1
605,1585,3,1
606,1585,3,1
2834,1585,4,1
2835,1585,4,2
2837,1585,4,1
2838,1585,4,1
2839,1585,4,2
2840,1585,4,1
2841,1585,4,1
2842,1585,4,1
2846,1585,4,1
2847,1585,4,1
7351,1585,6,2
7352,1585,6,2
7353,1585,6,1
7354,1585,6,1
7355,1585,6,2
7356,1585,6,1
7358,1585,6,2
7359,1585,6,1
7360,1585,6,1
7783,1585,6,1
7784,1585,6,1
7785,1585,6,2
10954,1585,7,1
15632,1586,0,2
15635,1586,0,2
17236,1586,0,1
17237,1586,0,1
17242,1586,0,1
17243,1586,0,1
17244,1586,0,1
23450,1587,0,0
23451,1587,0,1
23452,1587,0,1
23504,1587,0,1
31639,1588,0,1
31640,1588,0,1
31641,1588,0,1
31642,1588,0,2
31643,1588,0,1
31644,1588,0,1
36047,1588,2,2
36050,1588,2,2
36054,1588,2,2
36055,1588,2,2
36834,1588,3,1
36835,1588,3,2
36836,1588,3,1
36837,1588,3,2
36838,1588,3,1
36839,1588,3,1
36840,1588,3,1
36841,1588,3,1
36842,1588,3,1
36885,1588,3,1
36886,1588,3,1
36887,1588,3,1
36888,1588,3,1
36889,1588,3,1
36890,1588,3,1
37609,1588,4,2
37612,1588,4,2
37613,1588,4,2
37614,1588,4,2
39902,1588,4,2
39904,1588,4,2
39905,1588,4,2
40383,1588,4,1
40384,1588,4,2
40385,1588,4,1
40386,1588,4,1
40387,1588,4,1
40388,1588,4,1
40389,1588,4,1
43518,1588,4,1
45010,1588,5,0
52147,1589,0,1
52148,1589,0,1
52149,1589,0,1
55009,1589,1,1
55011,1589,1,2
55012,1589,1,1
55013,1589,1,1
55015,1589,1,2
64323,1589,2,2
64324,1589,2,1
64325,1589,2,1
64326,1589,2,1
64327,1589,2,1
64329,1589,2,2
64330,1589,2,1
64331,1589,2,2
64333,1589,2,1
64336,1589,2,1
64337,1589,2,1
65951,1589,2,1
65952,1589,2,1
65953,1589,2,1
65954,1589,2,0
67842,1590,0,0
67843,1590,0,0
67844,1590,0,0
67845,1590,0,0
67846,1590,0,0
67847,1590,0,0
67848,1590,0,0
67849,1590,0,0
67850,1590,0,0
67851,1590,0,0
67856,1590,0,0
72389,1590,2,1
72392,1590,2,1
72394,1590,2,1
72398,1590,2,1
72401,1590,2,2
72403,1590,2,1
72404,1590,2,1
72413,1590,2,1
72416,1590,2,1
72417,1590,2,1
72418,1590,2,2
72420,1590,2,1
72421,1590,2,1
72423,1590,2,2
72424,1590,2,2
72425,1590,2,1
72426,1590,2,1
72435,1590,2,2
83056,1590,3,2
83427,1590,3,1
83428,1590,3,1
83429,1590,3,1
83430,1590,3,1
88014,1591,1,1
88015,1591,1,1
88016,1591,1,1
88017,1591,1,1
88028,1591,1,1
88029,1591,1,1
96410,1592,1,2
96414,1592,1,2
96419,1592,1,2
96420,1592,1,2
96422,1592,1,2
96427,1592,1,2
96430,1592,1,2
96438,1592,1,2
96471,1592,1,2
98893,1593,0,1
98894,1593,0,1
98895,1593,0,1
98896,1593,0,1
98897,1593,0,1
98899,1593,0,1
98900,1593,0,1
98901,1593,0,2
98902,1593,0,1
98905,1593,0,2
98906,1593,0,2
98907,1593,0,1
98910,1593,0,1
98911,1593,0,1
103942,1593,1,1
103943,1593,1,1
113405,1593,5,2
113406,1593,5,2
113408,1593,5,2
120395,1593,5,1
120396,1593,5,1
120397,1593,5,2
120398,1593,5,2
120399,1593,5,2
120878,1593,5,2
120883,1593,5,1
120884,1593,5,1
120887,1593,5,1
120891,1593,5,1
120892,1593,5,1
120893,1593,5,2
120897,1593,5,2
120898,1593,5,2
124334,1593,5,2
135995,1594,1,1
135996,1594,1,1
136006,1594,1,1
136007,1594,1,2
136008,1594,1,2
136012,1594,1,2
136013,1594,1,2
142539,1594,1,1
142540,1594,1,1
